SMILES	Substrate	Mol_ID
C1=CC(=C(C=C1C=CC=O)O)O	caffeoyl aldehyde	mol_1836.sdf
OC=1C(=C(C=C(/C=C/CO)C1)OC)O	5-hydroxyconiferyl alcohol	mol_1837.sdf
OC=1C(=C(C=C(/C=C/C=O)C1)OC)O	5-hydroxyconiferaldehyde	mol_1832.sdf
C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NC[C@H]2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-]	(6S)-tetrahydrofolate	mol_1858.sdf
C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	(6R,6S)-10-formyltetrahydrofolic acid	mol_1859.sdf
c1nc(c(n1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N	5-aminoimidazole-4-carboxamide ribonucleotide	mol_1860.sdf
C(N)(=O)OP(=O)([O-])[O-]	Carbamoylphosphate	mol_1864.sdf
O=C[C@@H](O)CO	L-glyceraldehyde	mol_1865.sdf
C([C@@H](O)C)=O	L-lactaldehyde	mol_1866.sdf
OCC(=O)[C@@H](O)CO	L-erythrulose	mol_86.sdf
C([C@H](O)C)=O	D-Lactaldehyde	mol_1188.sdf
OC(CC(=O)N(C(=O)[C@H](OP(=O)(OC)O)C(C)(C)CO)CCC(NCCS)=O)CCCCCCCCC	3R-3-hydroxylauroyl-methylphosphopantetheine	mol_1887.sdf
C(\C=C\C1=CC(O)=C(O)C=C1)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	caffeoyl-CoA	mol_1230.sdf
C(C=CC1=CC=CC=C1)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	cinnamoyl-CoA	mol_1349.sdf
OC1=C(C(C(=O)[O-])=CC=C1)N	3-Hydroxyanthranilate	mol_1889.sdf
NC=1C=C(C(=O)[O-])C=CC1	3-aminobenzoate	mol_1891.sdf
P(=O)(O)(O)O[C@@H]1[C@H](N)[C@@H](O)[C@H](O)[C@H](O1)CO	alpha-D-glucosamine 1-phosphate	mol_1894.sdf
C(C)(=O)N[C@@H](CCCN)C(=O)O	N2-Acetyl-L-ornithine	mol_1944.sdf
C(CCCCCC(=O)O)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	pimeloyl-CoA	mol_1950.sdf
NC1=CC=C(C(C(=O)O)=C1)O	5-aminosalicylic acid	mol_1972.sdf
O[C@@H](C[N+](C)(C)C)CC([O-])=O	L-carnitine	mol_1984.sdf
OC(C[N+](C)(C)C)CC([O-])=O	carnitine	mol_1985.sdf
C(\C=C\C1=CC=C(C=C1)O)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	p-Coumaroyl-CoA	mol_1986.sdf
CCN[C@@H]1CC=C(O[C@@H]1O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)NCC)N)CN	2'-N-ethyl netilmicin	mol_1997.sdf
C(CCCCCCC\C=C/CCCC)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	myristoleoyl-CoA	mol_2031.sdf
NCC(=O)NCC(=O)O	glycylglycine	mol_2041.sdf
FCC(C(=O)[O-])=O	3-Fluoropyruvate	mol_2073.sdf
O=C(C(=O)[O-])CC	alpha-Ketobutyrate	mol_2075.sdf
C(CC(O)(C(=O)[O-])CC(=O)[O-])(=O)[O-]	citrate	mol_2077.sdf
[O+]1=C(C(O)=CC=2C(O)=CC(O)=CC12)C1=CC(O)=C(O)C=C1	cyanidin	mol_1307.sdf
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]	delphinidin	mol_2082.sdf
COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O	malvidin	mol_2083.sdf
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O	CDP	mol_2085.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O	4-methylumbelliferyl O-beta-D-xylopyranoside	mol_2093.sdf
C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O	UDP-xylose	mol_2096.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(CO3)O)O)O	4-methylumbelliferyl alpha-D-xylopyranoside	mol_2090.sdf
OC1=CC=C2C=CC=3C=C4C(=C5C=CC1=C2C53)C=CC=C4	1-hydroxybenzo(a)pyrene	mol_2108.sdf
OC1=C2C=CC=3C=C4C(=C5C=CC(C=C1)=C2C53)C=CC=C4	3-hydroxybenzo(a)pyrene	mol_2110.sdf
OC=1C=CC=2C(=C3C=CC=4C=CC=C5C=CC(C2)=C3C54)C1	9-hydroxybenzo(a)pyrene	mol_2112.sdf
OC1=CC=CC=2C1=CC=1C=CC3=CC=CC=4C=CC2C1C34	7-hydroxy benzo(a)pyrene	mol_2113.sdf
CC(=O)C1CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)O)C	6alpha-hydroxyprogesterone	mol_2121.sdf
CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-N-acetyl-beta-D-galactosamine	mol_2145.sdf
CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O	GDP-beta-L-fucose	mol_2155.sdf
[N+](=O)([O-])C1=CC=C(C=C1)[C@]1(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)C	p-nitrophenyl-alpha-L-fucose	mol_2158.sdf
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	2'-dUDP-N-acetyl-alpha-D-glucosamine	mol_2162.sdf
CC(=O)N[C@H]1[C@H](O[C@@H]([C@H]([C@@H]1O)O)C)OP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)O)O	UDP-6-deoxy-GlcNAc	mol_2164.sdf
OC[C@H]1O[C@H](OP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)O)O)[C@@H]([C@H]([C@@H]1O)O)NCC(=O)C	UDP-GlcNPr	mol_2165.sdf
OC[C@@H]1[CH][C@H](O)[C@H]([C@H](O1)OP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)[O-])[O-])NC(=O)C	UDP-4-deoxy-GalNAc	mol_2166.sdf
CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O	N,N'-diacetylchitobiose	mol_2170.sdf
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	UDP-Gal	mol_2250.sdf
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-GalNAc	mol_2249.sdf
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-N-acetyl-D-galactosamine	mol_2261.sdf
C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O	GDP-L-Fuc	mol_2270.sdf
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N	GDP-L-Gal	mol_2271.sdf
S(=O)(=O)(O)C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O)O1)NC(C)=O)O)O)O	6-sulfo-N-acetyl-beta-D-glucosamine	mol_2276.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)COS(=O)(=O)[O-])O)O)NC(=O)C	4-methylumbelliferyl-6-sulfo-N-acetyl-beta-D-glucosaminide	mol_2277.sdf
C[N+]1=CN([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=2N=CN=C(C12)O	7-Methylinosine	mol_2284.sdf
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC=2N=C(NC(C12)=O)N	7-(beta-D-ribofuranosyl)guanine	mol_2285.sdf
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC=2N=CNC(C12)=O	7-(beta-D-ribofuranosyl)hypoxanthine	mol_2286.sdf
NC1=NC(=C2N(C=NC2=N1)C)S	2-amino-6-mercapto-7-methylpurine	mol_2288.sdf
C1([C@H](O)[C@H](O)[C@H](O1)CO)N1C2=NC(=NC(=C2N=N1)N)N	N9-D-ribosyl-2,6-diamino-8-azapurine	mol_2289.sdf
N1C(N)=NC=2N=NNC2C1=O	8-Azaguanine	mol_2290.sdf
C1([C@H](O)[C@H](O)[C@H](O1)CO)N1N=C2N=C(N=C(C2=N1)N)N	N8-D-ribosyl-2,6-diamino-8-azapurine	mol_2294.sdf
C1([C@H](O)[C@H](O)[C@H](O1)CO)N1N=NC2=NC(=NC(=C12)N)N	N7-D-ribosyl-2,6-diamino-8-azapurine	mol_2295.sdf
C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N	nicotinamide riboside	mol_2296.sdf
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC(C=2NC=NC12)=O	3-(beta-D-ribofuranosyl)hypoxanthine	mol_2299.sdf
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC(=C2N=CN=C12)N	3-(beta-D-ribofuranosyl)adenine	mol_2300.sdf
C[N+]1=CN([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=2N=C(NC(C12)=O)N	7-methylguanosine	mol_2302.sdf
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C=NC=2C(=O)NC(N)=NC12	deoxyguanosine	mol_2303.sdf
N1C=NC=2N=NNC2C1=O	8-Azahypoxanthine	mol_2305.sdf
NC1=NC(=C2NN=NC2=N1)N	2,6-diamino-8-azapurine	mol_2291.sdf
FC1=C(C(=O)[O-])NC(NC1=O)=O	5-Fluoroorotate	mol_2315.sdf
C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	alpha-D-5-phosphoribosyl 1-diphosphate	mol_2316.sdf
[C@@H]1([C@H](O)[C@H](O)[C@@H](CSCC[C@H](N)C(=O)O)O1)N1C=NC=2C(N)=NC=NC12	S-adenosylhomocysteine	mol_2323.sdf
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1	deoxyuridine	mol_2331.sdf
FC=1C(NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C1)=O)=O	5-fluorouridine	mol_2332.sdf
P(=O)(O)(O)O[C@@H]1C[C@H](O)[C@H](O1)CO	2-deoxy-alpha-D-ribose 1-phosphate	mol_2338.sdf
FC=1C(NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](C)O2)C1)=O)=O	5'-deoxy-5-fluorouridine	mol_2339.sdf
FC1=CN=C(C(=N1)C(=O)N)O	6-fluoro-3-hydroxy-2-pyrazinecarboxamide	mol_2350.sdf
OC=1C(=NC=CN1)C(=O)N	3-hydroxy-2-pyrazinecarboxamide	mol_2351.sdf
O(P([O-])(=O)OP(=O)([O-])[O-])C1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O	5-phosphoribosyl 1-diphosphate	mol_2352.sdf
COC1C(C(C(C(O1)CO)O)O)O	methyl-beta-D-galactopyranoside	mol_2354.sdf
O=C[C@@H]([C@H]([C@@H]([C@@H](CONc1ccccn1)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O)O	pyridylaminyl-lacto-N-neotetraose	mol_2360.sdf
CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)CO)O)O)O	beta-D-Gal-(1->3)-beta-D-GalNAc	mol_2365.sdf
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	beta-D-Gal-(1->4)-beta-D-Glc	mol_2367.sdf
OC[C@H]1O[CH][C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)NC(=O)C	beta-D-Gal-(1->4)-beta-D-GlcNAc	mol_2368.sdf
C(CCN)N	propane-1,3-diamine	mol_2381.sdf
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O	deamido-NAD+	mol_2401.sdf
C(O)([O-])=O	hydrogencarbonate	mol_2402.sdf
OP(O)(=O)OP(=O)(O)O.NC1=NC=2NCC(=NC2C(=N1)O)CO	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	mol_2404.sdf
NC1=CC=C(C(=O)O)C=C1	p-Aminobenzoic acid	mol_2406.sdf
OP(O)(=O)OP(=O)(O)O.OCC1=NC=2C(NC(=NC2NC1)N)=O	6-hydroxymethyl-7,8-dihydropterin diphosphate	mol_2411.sdf
[C@@H]1([C@H](O)[C@H](O)[C@@H](CS(CCCN)C)O1)N1C=NC=2C(N)=NC=NC12	S-adenosyl 3-(methylsulfanyl)propylamine	mol_2416.sdf
[Mg+2]	Mg2+	mol_2421.sdf
OC(C=CC=O)CCCCC	4-hydroxynonenal	mol_2425.sdf
OCC(C(=O)c1ccc(c(c1)OC)O)Oc1ccc2c(c1)oc(=O)cc2C	alpha-O-(beta-methylumbelliferyl)acetovanillone	mol_2430.sdf
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl	Ethacrynic acid	mol_2431.sdf
C1=C(C2=NON=C2C(=C1)Cl)[N+](=O)[O-]	7-chloro-4-nitrobenz-2-oxa-1,3-diazole	mol_2432.sdf
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]	fluorodifen	mol_2442.sdf
C(C)(C)(C)OOC(C)(C)C	tert-butyl peroxide	mol_2443.sdf
C1C(C(C(C=C1C(=O)O)OP(=O)(O)O)O)O	shikimate 3-phosphate	mol_2446.sdf
CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C	(2Z,6E,10E)-geranylgeranyl diphosphate	mol_2455.sdf
CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C	(2E,6E,10E)-geranylgeranyl diphosphate	mol_2457.sdf
O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(\C)/CC\C=C(\CC\C=C(/C)\CCC=C(C)C)/C	(Z,E,E)-Geranylgeranyl diphosphate	mol_2456.sdf
P(=O)(O)(O)OC[C@H](CC=O)O	2-deoxy-D-erythrose 4-phosphate	mol_2479.sdf
N[C@@H](CCSC)C(=O)O	methionine	mol_2483.sdf
C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O	porphobilinogen	mol_2487.sdf
CC(=O)C(COP(=O)(O)O)O	L-3,4-dihydroxybutan-2-one 4-phosphate	mol_2491.sdf
CC1=C(N(C2=NC(=O)NC(=O)C2=N1)CC(C(C(CO)O)O)O)C	6,7-dimethyl-8-(1-D-ribityl)lumazine	mol_2495.sdf
C(C(CN)F)C(=O)O	(R,S)-4-amino-3-fluorobutanoic acid	mol_2516.sdf
NC[C@@H](CC(=O)O)F	(R)-4-amino-3-fluorobutanoic acid	mol_2517.sdf
NCCCC(=O)O	gamma-aminobutanoic acid	mol_2518.sdf
P(=O)(O)(O)OCC(C(=O)[O-])=O	3-phosphonooxypyruvate	mol_2532.sdf
NC(C(=O)[O-])CCCC(=O)[O-]	alpha-aminoadipate	mol_2534.sdf
OC1=CC=C(C=C1)CC(C(=O)[O-])=O	3-(4-hydroxyphenyl)pyruvate	mol_2535.sdf
O=C(C(=O)O)CCC(=O)O	2-oxoglutaric acid	mol_2549.sdf
N[C@H](C(=O)[O-])CCCC(C(=O)[O-])=O	L-2-amino-6-oxopimelate	mol_2553.sdf
C(CC(C(=O)O)N)CC(C(=O)O)N	LL-2,6-Diaminopimelate	mol_2554.sdf
[C@H]1([C@H]([C@@H]([C@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	myo-inositol-1,3,4-trisphosphate	mol_2562.sdf
O[C@@H]1[C@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O	myo-inositol-3,4,6-trisphosphate	mol_2563.sdf
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	myo-inositol-3,4,5,6-tetrakisphosphate	mol_2564.sdf
C(C)(=O)OP(=O)([O-])[O-]	acetyl-phosphate	mol_2568.sdf
CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O	4-diphosphocytidyl-2C-methyl-D-erythritol	mol_2569.sdf
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	1D-myo-inositol 1,4,5-trisphosphate	mol_2570.sdf
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O	1D-myo-inositol 1,3,4,5-tetrakisphosphate	mol_2572.sdf
CC(C(=O)[O-])OC1C(C2OCC(C1O)O2)NC(=O)C	1,6-anhydro-N-acetyl-beta-muramate	mol_2582.sdf
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	kanamycin	mol_1995.sdf
[C@H]12[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO2	1,6-anhydro-beta-D-glucopyranose	mol_2604.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N	3'-phosphoadenosine 5'-phosphosulfate	mol_2607.sdf
C(O)CN	ethanolamine	mol_2608.sdf
C(CCCC)NC(CCNC([C@H](O)C(C)(C)CO)=O)=O	N-pentylpantothenamide	mol_2624.sdf
C(CCCCCC)NC(CCNC([C@H](O)C(C)(C)CO)=O)=O	N-heptylpantothenamide	mol_2637.sdf
C(CC(O)(C)CCO)(=O)[O-]	(RS)mevalonate	mol_2643.sdf
NC1=NC(=NC=C1CO)C	4-Amino-5-hydroxymethyl-2-methylpyrimidine	mol_2639.sdf
[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)C1=CNC(=O)NC1=O	pseudouridine	mol_2666.sdf
CCCCCCCCCCCCCCCC(C(CO)N)O	DL-erythro-dihydrosphingosine	mol_2668.sdf
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O	D-erythrosphinganine	mol_2669.sdf
CCCCCCCCCCCCCC=CC(C(CO)N)O	D-erythro-sphingosine	mol_2667.sdf
OC[C@H](N)[C@H](O)\C=C\CCCCCCCCCCCCC	sphingosine	mol_2670.sdf
CC(C)CC(C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)NC(=O)C(CCCCN)N	Lys-Lys-Phe-Asn-Arg-Thr-Leu-Ser-Val-Ala	mol_2675.sdf
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C	rhodopsin	mol_2679.sdf
N[C@@H](CC(=O)[O-])C(=O)[O-]	aspartate	mol_2701.sdf
C1=C(C(=O)NC(=O)N1C2C(C(C(O2)COP(=O)(O)O)O)O)F	5-fluoro-UMP	mol_2730.sdf
C1=NN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	6-aza-UMP	mol_2731.sdf
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O	dTDP	mol_2746.sdf
C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O	dCDP	mol_2747.sdf
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O	D-dTMP	mol_2757.sdf
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O	L-dTMP	mol_2765.sdf
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	guanosine 3'-diphosphate 5'-triphosphate	mol_2769.sdf
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N	guanosine 3'-diphosphate 5'-diphosphate	mol_2770.sdf
C1=C(N=C(S1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N	tiazofurin monophosphate	mol_2778.sdf
C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O	reduced nicotinamide mononucleotide	mol_2779.sdf
P(=O)(O)(O)OCC[N+](C)(C)C	choline phosphate	mol_2782.sdf
O[C@@H]1[C@H](O)[C@@H](COP([O-])(OP(OP([O-])([O-])=O)([O-])=O)=O)O[C@H]1N2C=NC3=CN=C(N)N=C32	2-aminopurine riboside triphosphate	mol_2787.sdf
[O-]S(=O)(=O)[O-]	SO42-	mol_2801.sdf
C(C)(=O)N[C@@H]1[C@H](CC(C(O)=O)(O)O[C@H]1[C@H](O)[C@H](O)CO)O	N-acetylneuraminic acid	mol_2806.sdf
C1C(C(C(OC1(C(=O)O)O)C(C(CO)O)O)O)O	2-keto-3-deoxy-D-glycero-D-galacto-nononic acid	mol_2807.sdf
C1C(C(C(OC1(C(=O)[O-])O)C(C(CO)O)O)O)O	3-deoxy-D-glycero-D-galacto-nononate	mol_2808.sdf
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ara-ATP	mol_2809.sdf
O[C@@H]1[C@@H](CO[P-](=O)(=O)[P-](=O)(=O)[P-](=O)(=O)O)O[C@H]([C@]1(C)O)n1cnc2c1ncnc2N	2'-C-methyl-ATP	mol_2811.sdf
CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	mol_2816.sdf
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O	1L-myo-inositol 1-phosphate	mol_2838.sdf
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O	1D-myo-inositol 3-phosphate	mol_2839.sdf
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-N-acetylglucosamine	mol_2844.sdf
P(=O)(O)(O)OC1[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O1)CO	N-acetylglucosamine 1-phosphate	mol_2845.sdf
CC1C(NC(=O)N1)CCCCCC(=O)O	dethiobiotin	mol_2852.sdf
C(CCC1C(NC(=O)N1)CS)CCC(=O)O	9-Mercaptodethiobiotin	mol_2853.sdf
[N+](=O)([O-])C1=CC=C(C=C1)O	4-nitrophenol	mol_2854.sdf
CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O	rotigotine	mol_2856.sdf
C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O	3beta-tibolone	mol_2857.sdf
C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O	3alpha-tibolone	mol_2858.sdf
C1=CC(O)=C2C=3[C@@]45[C@@H](O2)[C@@H](O)C=C[C@H]4[C@@H](CC13)N(C)CC5	morphine	mol_2118.sdf
CCC(C1=CC(=CC=C1)O)C(C)CN(C)C	tapentadol	mol_2859.sdf
CN(C)CC1CCCCC1(C2=CC(=CC=C2)O)O	O-desmethyl tramadol	mol_2862.sdf
C(#N)C=1C(OC2=CC(=CC=C2C1)O)=O	3-cyano-7-hydroxycoumarin	mol_2866.sdf
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)OS(=O)(=O)O)O)O	trans-resveratrol-3-O sulfate	mol_2871.sdf
C1(=CC=CC2=CC=CC=C12)O	1-naphthol	mol_634.sdf
C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O	xanthurenic acid	mol_2873.sdf
CC(=O)NC1=CC=C(C=C1)O	acetaminophen	mol_2861.sdf
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	taurolithocholic acid	mol_2874.sdf
CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	glycolithocholic acid	mol_2877.sdf
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	cholic acid	mol_371.sdf
CSCCC/C(=N\O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	desulfo-3-methylthiopropylglucosinolate	mol_2913.sdf
CSCCCC/C(=N\O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	desulfo-4-methylthiobutylglucosinolate	mol_2914.sdf
C(CCCCCCCCC)(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	4-nitrophenyl decanoate	mol_2923.sdf
