SMILES	Ligand_name	Mol_ID	InChI	InChIKey
C1=CC(=C(C=C1C=CC=O)O)O	caffeoyl aldehyde	mol_1836.sdf	InChI=1S/C9H8O3/c10-5-1-2-7-3-4-8(11)9(12)6-7/h1-6,11-12H	AXMVYSVVTMKQSL-UHFFFAOYSA-N
OC=1C(=C(C=C(/C=C/CO)C1)OC)O	5-hydroxyconiferyl alcohol	mol_1837.sdf	InChI=1S/C10H12O4/c1-14-9-6-7(3-2-4-11)5-8(12)10(9)13/h2-3,5-6,11-13H,4H2,1H3/b3-2+	NPNAJGCZQBQWQZ-NSCUHMNNSA-N
OC=1C(=C(C=C(/C=C/C=O)C1)OC)O	5-hydroxyconiferaldehyde	mol_1832.sdf	InChI=1S/C10H10O4/c1-14-9-6-7(3-2-4-11)5-8(12)10(9)13/h2-6,12-13H,1H3/b3-2+	IEHPLRVWOHZKCS-NSCUHMNNSA-N
C(CC[C@@H](C(=O)O)NC(=O)C1=CC=C(NC[C@H]2CNC=3N=C(N)NC(=O)C3N2)C=C1)(=O)[O-]	(6S)-tetrahydrofolate	mol_1858.sdf	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-1/t11-,12-/m0/s1	MSTNYGQPCMXVAQ-RYUDHWBXSA-M
C1[C@@H](NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	(6R,6S)-10-formyltetrahydrofolic acid	mol_1859.sdf	InChI=1S/C20H23N7O7/c21-20-25-16-15(18(32)26-20)23-11(7-22-16)8-27(9-28)12-3-1-10(2-4-12)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,11,13,23H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,22,25,26,32)/t11-,13+/m1/s1	AUFGTPPARQZWDO-YPMHNXCESA-N
c1nc(c(n1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N	5-aminoimidazole-4-carboxamide ribonucleotide	mol_1860.sdf	InChI=1S/C9H15N4O8P/c10-7-4(8(11)16)12-2-13(7)9-6(15)5(14)3(21-9)1-20-22(17,18)19/h2-3,5-6,9,14-15H,1,10H2,(H2,11,16)(H2,17,18,19)/t3-,5-,6-,9-/m1/s1	NOTGFIUVDGNKRI-UUOKFMHZSA-N
C(N)(=O)OP(=O)([O-])[O-]	Carbamoylphosphate	mol_1864.sdf	InChI=1S/CH4NO5P/c2-1(3)7-8(4,5)6/h(H2,2,3)(H2,4,5,6)/p-2	FFQKYPRQEYGKAF-UHFFFAOYSA-L
O=C[C@@H](O)CO	L-glyceraldehyde	mol_1865.sdf	InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2/t3-/m1/s1	MNQZXJOMYWMBOU-GSVOUGTGSA-N
C([C@@H](O)C)=O	L-lactaldehyde	mol_1866.sdf	InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m0/s1	BSABBBMNWQWLLU-VKHMYHEASA-N
OCC(=O)[C@@H](O)CO	L-erythrulose	mol_86.sdf	InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h3,5-7H,1-2H2/t3-/m0/s1	UQPHVQVXLPRNCX-VKHMYHEASA-N
C([C@H](O)C)=O	D-Lactaldehyde	mol_1188.sdf	InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m1/s1	BSABBBMNWQWLLU-GSVOUGTGSA-N
OC(CC(=O)N(C(=O)[C@H](OP(=O)(OC)O)C(C)(C)CO)CCC(NCCS)=O)CCCCCCCCC	3R-3-hydroxylauroyl-methylphosphopantetheine	mol_1887.sdf	InChI=1S/C24H47N2O9PS/c1-5-6-7-8-9-10-11-12-19(28)17-21(30)26(15-13-20(29)25-14-16-37)23(31)22(24(2,3)18-27)35-36(32,33)34-4/h19,22,27-28,37H,5-18H2,1-4H3,(H,25,29)(H,32,33)/t19?,22-/m0/s1	UBNYURTVEGODGT-BPARTEKVSA-N
C(\C=C\C1=CC(O)=C(O)C=C1)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	caffeoyl-CoA	mol_1230.sdf	InChI=1S/C30H42N7O19P3S/c1-30(2,25(43)28(44)33-8-7-20(40)32-9-10-60-21(41)6-4-16-3-5-17(38)18(39)11-16)13-53-59(50,51)56-58(48,49)52-12-19-24(55-57(45,46)47)23(42)29(54-19)37-15-36-22-26(31)34-14-35-27(22)37/h3-6,11,14-15,19,23-25,29,38-39,42-43H,7-10,12-13H2,1-2H3,(H,32,40)(H,33,44)(H,48,49)(H,50,51)(H2,31,34,35)(H2,45,46,47)/b6-4+/t19-,23-,24-,25+,29-/m1/s1	QHRGJMIMHCLHRG-ZSELIEHESA-N
C(C=CC1=CC=CC=C1)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	cinnamoyl-CoA	mol_1349.sdf	InChI=1S/C30H42N7O17P3S/c1-30(2,25(41)28(42)33-11-10-20(38)32-12-13-58-21(39)9-8-18-6-4-3-5-7-18)15-51-57(48,49)54-56(46,47)50-14-19-24(53-55(43,44)45)23(40)29(52-19)37-17-36-22-26(31)34-16-35-27(22)37/h3-9,16-17,19,23-25,29,40-41H,10-15H2,1-2H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/t19-,23-,24-,25+,29-/m1/s1	JVNVHNHITFVWIX-FUEUKBNZSA-N
OC1=C(C(C(=O)[O-])=CC=C1)N	3-Hydroxyanthranilate	mol_1889.sdf	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)/p-1	WJXSWCUQABXPFS-UHFFFAOYSA-M
NC=1C=C(C(=O)[O-])C=CC1	3-aminobenzoate	mol_1891.sdf	InChI=1S/C7H7NO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H,9,10)/p-1	XFDUHJPVQKIXHO-UHFFFAOYSA-M
P(=O)(O)(O)O[C@@H]1[C@H](N)[C@@H](O)[C@H](O)[C@H](O1)CO	alpha-D-glucosamine 1-phosphate	mol_1894.sdf	InChI=1S/C6H14NO8P/c7-3-5(10)4(9)2(1-8)14-6(3)15-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/t2-,3-,4-,5-,6-/m1/s1	YMJBYRVFGYXULK-QZABAPFNSA-N
C(C)(=O)N[C@@H](CCCN)C(=O)O	N2-Acetyl-L-ornithine	mol_1944.sdf	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1	JRLGPAXAGHMNOL-LURJTMIESA-N
C(CCCCCC(=O)O)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	pimeloyl-CoA	mol_1950.sdf	InChI=1S/C28H46N7O19P3S/c1-28(2,23(41)26(42)31-9-8-17(36)30-10-11-58-19(39)7-5-3-4-6-18(37)38)13-51-57(48,49)54-56(46,47)50-12-16-22(53-55(43,44)45)21(40)27(52-16)35-15-34-20-24(29)32-14-33-25(20)35/h14-16,21-23,27,40-41H,3-13H2,1-2H3,(H,30,36)(H,31,42)(H,37,38)(H,46,47)(H,48,49)(H2,29,32,33)(H2,43,44,45)/t16-,21-,22-,23+,27-/m1/s1	LYCRXMTYUZDUGA-UYRKPTJQSA-N
NC1=CC=C(C(C(=O)O)=C1)O	5-aminosalicylic acid	mol_1972.sdf	InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)	KBOPZPXVLCULAV-UHFFFAOYSA-N
O[C@@H](C[N+](C)(C)C)CC([O-])=O	L-carnitine	mol_1984.sdf	InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1	PHIQHXFUZVPYII-ZCFIWIBFSA-N
OC(C[N+](C)(C)C)CC([O-])=O	carnitine	mol_1985.sdf	InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3	PHIQHXFUZVPYII-UHFFFAOYSA-N
C(\C=C\C1=CC=C(C=C1)O)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	p-Coumaroyl-CoA	mol_1986.sdf	InChI=1S/C30H42N7O18P3S/c1-30(2,25(42)28(43)33-10-9-20(39)32-11-12-59-21(40)8-5-17-3-6-18(38)7-4-17)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h3-8,15-16,19,23-25,29,38,41-42H,9-14H2,1-2H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)/b8-5+/t19-,23-,24-,25+,29-/m1/s1	DMZOKBALNZWDKI-MATMFAIHSA-N
CCN[C@@H]1CC=C(O[C@@H]1O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)NCC)N)CN	2'-N-ethyl netilmicin	mol_1997.sdf	InChI=1S/C23H45N5O7/c1-5-27-14-8-7-12(10-24)33-21(14)34-18-13(25)9-15(28-6-2)19(16(18)29)35-22-17(30)20(26-4)23(3,31)11-32-22/h7,13-22,26-31H,5-6,8-11,24-25H2,1-4H3/t13-,14+,15+,16-,17+,18+,19-,20+,21+,22+,23-/m0/s1	JWKYPUZBLKYBRK-OXMUXZJXSA-N
C(CCCCCCC\C=C/CCCC)(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	myristoleoyl-CoA	mol_2031.sdf	InChI=1S/C35H60N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h7-8,22-24,28-30,34,45-46H,4-6,9-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/b8-7-/t24-,28-,29-,30+,34-/m1/s1	GIIFECKTWKZXGU-FJXLYLFVSA-N
NCC(=O)NCC(=O)O	glycylglycine	mol_2041.sdf	InChI=1S/C4H8N2O3/c5-1-3(7)6-2-4(8)9/h1-2,5H2,(H,6,7)(H,8,9)	YMAWOPBAYDPSLA-UHFFFAOYSA-N
FCC(C(=O)[O-])=O	3-Fluoropyruvate	mol_2073.sdf	InChI=1S/C3H3FO3/c4-1-2(5)3(6)7/h1H2,(H,6,7)/p-1	CXABZTLXNODUTD-UHFFFAOYSA-M
O=C(C(=O)[O-])CC	alpha-Ketobutyrate	mol_2075.sdf	InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)/p-1	TYEYBOSBBBHJIV-UHFFFAOYSA-M
C(CC(O)(C(=O)[O-])CC(=O)[O-])(=O)[O-]	citrate	mol_2077.sdf	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3	KRKNYBCHXYNGOX-UHFFFAOYSA-K
[O+]1=C(C(O)=CC=2C(O)=CC(O)=CC12)C1=CC(O)=C(O)C=C1	cyanidin	mol_1307.sdf	InChI=1S/C15H10O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-6H,(H4-,16,17,18,19,20)/p+1	VEVZSMAEJFVWIL-UHFFFAOYSA-O
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]	delphinidin	mol_2082.sdf	InChI=1S/C15H10O7.ClH/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6;/h1-5H,(H5-,16,17,18,19,20,21);1H	FFNDMZIBVDSQFI-UHFFFAOYSA-N
COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O	malvidin	mol_2083.sdf	InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)16(14)21)17-12(20)7-10-11(19)5-9(18)6-13(10)24-17/h3-7H,1-2H3,(H3-,18,19,20,21)/p+1	KZMACGJDUUWFCH-UHFFFAOYSA-O
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O	CDP	mol_2085.sdf	InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)	ZWIADYZPOWUWEW-UHFFFAOYSA-N
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O	4-methylumbelliferyl O-beta-D-xylopyranoside	mol_2093.sdf	InChI=1S/C15H16O7/c1-7-4-12(17)22-11-5-8(2-3-9(7)11)21-15-14(19)13(18)10(16)6-20-15/h2-5,10,13-16,18-19H,6H2,1H3/t10-,13+,14-,15+/m1/s1	JWIYLOHVJDJZOQ-KAOXEZKKSA-N
C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O	UDP-xylose	mol_2096.sdf	InChI=1S/C14H22N2O16P2/c17-5-3-28-13(11(22)8(5)19)31-34(26,27)32-33(24,25)29-4-6-9(20)10(21)12(30-6)16-2-1-7(18)15-14(16)23/h1-2,5-6,8-13,17,19-22H,3-4H2,(H,24,25)(H,26,27)(H,15,18,23)	DQQDLYVHOTZLOR-UHFFFAOYSA-N
CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(CO3)O)O)O	4-methylumbelliferyl alpha-D-xylopyranoside	mol_2090.sdf	InChI=1S/C15H16O7/c1-7-4-12(17)22-11-5-8(2-3-9(7)11)21-15-14(19)13(18)10(16)6-20-15/h2-5,10,13-16,18-19H,6H2,1H3	JWIYLOHVJDJZOQ-UHFFFAOYSA-N
OC1=CC=C2C=CC=3C=C4C(=C5C=CC1=C2C53)C=CC=C4	1-hydroxybenzo(a)pyrene	mol_2108.sdf	InChI=1S/C20H12O/c21-18-10-7-12-5-6-14-11-13-3-1-2-4-15(13)16-8-9-17(18)19(12)20(14)16/h1-11,21H	GPIRWWPRDKGKPS-UHFFFAOYSA-N
OC1=C2C=CC=3C=C4C(=C5C=CC(C=C1)=C2C53)C=CC=C4	3-hydroxybenzo(a)pyrene	mol_2110.sdf	InChI=1S/C20H12O/c21-18-10-7-12-5-8-16-15-4-2-1-3-13(15)11-14-6-9-17(18)19(12)20(14)16/h1-11,21H	SPUUWWRWIAEPDB-UHFFFAOYSA-N
OC=1C=CC=2C(=C3C=CC=4C=CC=C5C=CC(C2)=C3C54)C1	9-hydroxybenzo(a)pyrene	mol_2112.sdf	InChI=1S/C20H12O/c21-16-8-6-14-10-15-5-4-12-2-1-3-13-7-9-17(18(14)11-16)20(15)19(12)13/h1-11,21H	OBBBXCAFTKLFGZ-UHFFFAOYSA-N
OC1=CC=CC=2C1=CC=1C=CC3=CC=CC=4C=CC2C1C34	7-hydroxy benzo(a)pyrene	mol_2113.sdf	InChI=1S/C20H12O/c21-18-6-2-5-15-16-10-9-13-4-1-3-12-7-8-14(11-17(15)18)20(16)19(12)13/h1-11,21H	CNQAYISXCZTDQX-UHFFFAOYSA-N
CC(=O)C1CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)O)C	6alpha-hydroxyprogesterone	mol_2121.sdf	InChI=1S/C21H30O3/c1-12(22)15-4-5-16-14-11-19(24)18-10-13(23)6-8-21(18,3)17(14)7-9-20(15,16)2/h10,14-17,19,24H,4-9,11H2,1-3H3	PWCLWZOSAFOXFL-UHFFFAOYSA-N
CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-N-acetyl-beta-D-galactosamine	mol_2145.sdf	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/t7-,8-,10-,11+,12-,13-,14-,15-,16?/m1/s1	LFTYTUAZOPRMMI-LDDHHVEYSA-N
CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O	GDP-beta-L-fucose	mol_2155.sdf	InChI=1S/C16H25N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,7-11,14-15,22-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)	LQEBEXMHBLQMDB-UHFFFAOYSA-N
[N+](=O)([O-])C1=CC=C(C=C1)[C@]1(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)C	p-nitrophenyl-alpha-L-fucose	mol_2158.sdf	InChI=1S/C12H15NO7/c1-6-9(14)10(15)11(16)12(17,20-6)7-2-4-8(5-3-7)13(18)19/h2-6,9-11,14-17H,1H3/t6-,9+,10+,11-,12+/m0/s1	ZGMAQQJQQJLOPN-NFOQIUCISA-N
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	2'-dUDP-N-acetyl-alpha-D-glucosamine	mol_2162.sdf	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/p-2/t7-,8-,10-,11-,12-,13-,14-,15-,16-/m1/s1	LFTYTUAZOPRMMI-CFRASDGPSA-L
CC(=O)N[C@H]1[C@H](O[C@@H]([C@H]([C@@H]1O)O)C)OP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)O)O	UDP-6-deoxy-GlcNAc	mol_2164.sdf	InChI=1S/C17H27N3O16P2/c1-6-11(23)13(25)10(18-7(2)21)16(33-6)35-38(30,31)36-37(28,29)32-5-8-12(24)14(26)15(34-8)20-4-3-9(22)19-17(20)27/h3-4,6,8,10-16,23-26H,5H2,1-2H3,(H,18,21)(H,28,29)(H,30,31)(H,19,22,27)/t6-,8-,10-,11-,12-,13-,14-,15-,16-/m1/s1	INJACODUUNZJCO-WNSRFTAOSA-N
OC[C@H]1O[C@H](OP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)O)O)[C@@H]([C@H]([C@@H]1O)O)NCC(=O)C	UDP-GlcNPr	mol_2165.sdf	InChI=1S/C18H29N3O17P2/c1-7(23)4-19-11-14(27)12(25)8(5-22)36-17(11)37-40(32,33)38-39(30,31)34-6-9-13(26)15(28)16(35-9)21-3-2-10(24)20-18(21)29/h2-3,8-9,11-17,19,22,25-28H,4-6H2,1H3,(H,30,31)(H,32,33)(H,20,24,29)/t8-,9-,11-,12-,13-,14-,15-,16-,17-/m1/s1	AANPWRZZCIOXRC-AQZFEZCISA-N
OC[C@@H]1[CH][C@H](O)[C@H]([C@H](O1)OP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)[O-])[O-])NC(=O)C	UDP-4-deoxy-GalNAc	mol_2166.sdf	InChI=1S/C17H26N3O16P2/c1-7(22)18-12-9(23)4-8(5-21)33-16(12)35-38(30,31)36-37(28,29)32-6-10-13(25)14(26)15(34-10)20-3-2-11(24)19-17(20)27/h2-4,8-10,12-16,21,23,25-26H,5-6H2,1H3,(H,18,22)(H,28,29)(H,30,31)(H,19,24,27)/p-2/t8-,9-,10+,12+,13+,14+,15+,16+/m0/s1	ZARPPKCYAALRIV-OYLFDDIESA-L
CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O	N,N'-diacetylchitobiose	mol_2170.sdf	InChI=1S/C16H28N2O11/c1-5(21)17-9-13(25)14(8(4-20)27-15(9)26)29-16-10(18-6(2)22)12(24)11(23)7(3-19)28-16/h7-16,19-20,23-26H,3-4H2,1-2H3,(H,17,21)(H,18,22)	CDOJPCSDOXYJJF-UHFFFAOYSA-N
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	UDP-Gal	mol_2250.sdf	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)	HSCJRCZFDFQWRP-UHFFFAOYSA-N
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-GalNAc	mol_2249.sdf	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)	LFTYTUAZOPRMMI-UHFFFAOYSA-N
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-N-acetyl-D-galactosamine	mol_2261.sdf	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)	LFTYTUAZOPRMMI-UHFFFAOYSA-N
C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O	GDP-L-Fuc	mol_2270.sdf	InChI=1S/C16H25N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,7-11,14-15,22-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)/t4-,5+,7+,8+,9+,10+,11-,14+,15+/m0/s1	LQEBEXMHBLQMDB-JGQUBWHWSA-N
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N	GDP-L-Gal	mol_2271.sdf	InChI=1S/C16H25N5O16P2/c17-16-19-12-6(13(28)20-16)18-3-21(12)14-10(26)8(24)5(34-14)2-33-38(29,30)37-39(31,32)36-15-11(27)9(25)7(23)4(1-22)35-15/h3-5,7-11,14-15,22-27H,1-2H2,(H,29,30)(H,31,32)(H3,17,19,20,28)/t4-,5+,7+,8+,9+,10+,11-,14+,15?/m0/s1	MVMSCBBUIHUTGJ-QIXZNPMTSA-N
S(=O)(=O)(O)C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O)O1)NC(C)=O)O)O)O	6-sulfo-N-acetyl-beta-D-glucosamine	mol_2276.sdf	InChI=1S/C8H15NO9S/c1-2(10)9-3-4(11)5(12)6(18-7(3)13)8(14)19(15,16)17/h3-8,11-14H,1H3,(H,9,10)(H,15,16,17)/t3-,4-,5+,6+,7-,8?/m1/s1	JCNHIJUSYIYFNX-XNCHZUCMSA-N
CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)COS(=O)(=O)[O-])O)O)NC(=O)C	4-methylumbelliferyl-6-sulfo-N-acetyl-beta-D-glucosaminide	mol_2277.sdf	InChI=1S/C18H21NO11S/c1-8-5-14(21)29-12-6-10(3-4-11(8)12)28-18-15(19-9(2)20)17(23)16(22)13(30-18)7-27-31(24,25)26/h3-6,13,15-18,22-23H,7H2,1-2H3,(H,19,20)(H,24,25,26)/p-1	FEMWMNCEGXUBRL-UHFFFAOYSA-M
C[N+]1=CN([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=2N=CN=C(C12)O	7-Methylinosine	mol_2284.sdf	InChI=1S/C11H14N4O5/c1-14-4-15(9-6(14)10(19)13-3-12-9)11-8(18)7(17)5(2-16)20-11/h3-5,7-8,11,16-18H,2H2,1H3/p+1/t5-,7-,8-,11-/m1/s1	VJNXUFOTKNTNPG-IOSLPCCCSA-O
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC=2N=C(NC(C12)=O)N	7-(beta-D-ribofuranosyl)guanine	mol_2285.sdf	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)15(2-12-7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1	ZUTSIPKQKRZENB-UUOKFMHZSA-N
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC=2N=CNC(C12)=O	7-(beta-D-ribofuranosyl)hypoxanthine	mol_2286.sdf	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-8-5(14)9(18)12-2-11-8/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	MTBCDJLBNPJBFZ-KQYNXXCUSA-N
NC1=NC(=C2N(C=NC2=N1)C)S	2-amino-6-mercapto-7-methylpurine	mol_2288.sdf	InChI=1S/C6H7N5S/c1-11-2-8-4-3(11)5(12)10-6(7)9-4/h2H,1H3,(H3,7,9,10,12)	AJOUMKDWEVWIEU-UHFFFAOYSA-N
