EC_number	UniProt_ID	Organism_name	WT_structures	Mutant_structures	Structure_type
3.5.3.1	P53608	[Bacillus] caldovelox	3CEV,5CEV	2CEV,4CEV	Substrate only
3.5.3.1	Q8I384	Plasmodium falciparum 3D7	-	3SL1,3SL0,3MMR	Substrate only
3.5.3.12	Q0P9V0	Campylobacter jejuni subsp. jejuni serotype O:2	-	6B2W	Substrate only
3.5.3.12	Q9ZN18	Helicobacter pylori	-	6B2W	Apo only
3.5.3.15	Q9RQJ2	Porphyromonas gingivalis	4YTB,4YT9,6I0X	5AK7,5AK8,4YTG	Substrate only
3.5.3.15	Q9ULW8	Homo sapiens	-	7D5V,7DAN,7D56	Substrate only
3.5.3.15	Q9UM07	Homo sapiens	-	3B1U,5N0M,5N0Y,2DEY,2DW5,1WDA,3B1T,5N0Z,8GOD,5N1B,4DKT,4X8C,4X8G	Substrate only
3.5.3.15	Q9Y2J8	Homo sapiens	-	4N25,4N24	Substrate only
3.5.3.17	Q9I6K2	Pseudomonas aeruginosa	-	3NIP	Substrate only
3.5.3.18	O94760	Homo sapiens	-	7UT0,6SZP,3I4A,6DGE,2JAJ,2JAI,3P8E,3P8P	Substrate only
3.5.3.18	Q9I4E3	Pseudomonas aeruginosa	-	1H70,3RHY,3BPB	Substrate only
3.5.3.26	Q8GXV5	Arabidopsis thaliana	-	4E2S	Substrate only
3.5.3.6	P13981	Pseudomonas aeruginosa	-	2A9G,2AAF,1RXX,2ABR	Substrate only
3.5.4.1	Q12178	Saccharomyces cerevisiae	-	1P6O,1OX7,1UAQ,2O3K	Substrate only
3.5.4.12	O41078	Paramecium bursaria Chlorella virus 1	-	7FH9,7FH4	Substrate only
3.5.4.13	P28248	Escherichia coli	-	1XS1,1XS6,2V9X,1XS4,2J4Q,2J4H	Substrate only
3.5.4.16	Q5F9K6	Neisseria gonorrhoeae	-	5K9G,3D2O,5K95	Substrate only
3.5.4.16	Q5SH52	Thermus thermophilus	-	1WUR,1WUQ	Substrate only
3.5.4.23	P0C2P0	Aspergillus terreus	-	2Z3H,2Z3I,1WN6	Substrate only
3.5.4.29	Q57609	Methanocaldococcus jannaschii	-	2QV6	Substrate only
3.5.4.3	Q07729	Saccharomyces cerevisiae	-	6OH9,6OHA	Substrate only
3.5.4.31	Q9HZ64	Pseudomonas aeruginosa	-	4GBD	Substrate only
3.5.4.31	Q9X034	Thermotoga maritima	-	1P1M,1J6P,2PLM	Substrate only
3.5.4.4	P00813	Homo sapiens	-	3IAR	Substrate only
3.5.4.4	Q8IJA9	Plasmodium falciparum	-	6II7	Substrate only
3.5.4.40	A6Q234	Nitratiruptor sp. SB155-2	-	4M51,3V7P	Substrate only
3.5.4.40	Q9RW45	Deinococcus radiodurans	-	3V7P	Apo only
3.5.4.42	O52063	Pseudomonas sp. ADP	-	4CQB,4CQC,4CQD	Substrate only
3.5.99.6	O35000	Bacillus subtilis	2BKX	2BKV	Substrate only
3.5.99.6	P0A759	Escherichia coli	1FQO,1FRZ,1HOT	1FS5,2WU1,1HOR	Substrate only
3.5.99.6	P46926	Homo sapiens	-	1NE7	Substrate only
3.5.99.8	D3WZ85	Bradyrhizobium sp. JS329	-	5K8P,5K8M,5K8O,5K8N	Substrate only
3.6.1.1	P37487	Bacillus subtilis	-	2HAW,1WPM,2IW4,1K23	Substrate only
3.6.1.1	P56153	Helicobacter pylori	-	2BQY,1YGZ	Substrate only
3.6.1.1	Q8A5V9	Bacteroides thetaiotaomicron	-	3QXG,3QUT,3QYP,3QUQ,3QU9,3QU2	Substrate only
3.6.1.1	Q8U438	Pyrococcus furiosus	-	5LS0	Apo only
3.6.1.1	Q93V56	Arabidopsis thaliana	-	5LS0	Substrate only
3.6.1.12	Q9H773	Homo sapiens	-	7MU5	Substrate only
3.6.1.12	Q9QY93	Mus musculus	-	6SQW,6SQY,6SQZ,2A3Q,2Q4P,2OIG	Substrate only
3.6.1.13	Q7T291	Danio rerio	-	2NXF	Substrate only
3.6.1.13	Q84CU3	Thermus thermophilus	-	1V8Y,1V8M,1V8R,1V8V,1V8L,1V8S,1V8T	Substrate only
3.6.1.13	Q9UKK9	Homo sapiens	-	5QK0,5QJC,5QK1,5QJP,5QK6,5QJZ,5QJQ,5QTR,5QKA,5QJ7,5QK9,5QJG,5QJW,5QKB,5QJS,5QJD,5QJV,5QJT,5QJR,5QK4,5QK5,5QJF,5QJA,5QJ6,5QK2,5QJK,5QJB,5QK7,5QJL,5QTO,5QJI,5QK8,5QJJ,5QK3,5QJ5,5QTL,5QJX,5QTP,5QJM,5QJE,5QJ8,5QJY,5QJN,5QJU,5QTM,5QTQ,5QTN,5QJ9,5QTS,5QJ4,6GRU,5QJO,3BM4,2DSC,5QJH,3ACA,3AC9,5NQR,3L85,5NWH,2DSD	Substrate only
3.6.1.17	C0H4F3	Plasmodium falciparum	-	5CFJ	Substrate only
3.6.1.17	O66548	Aquifex aeolicus	-	3I7U,3I7V	Substrate only
3.6.1.17	Q9U2M7	Caenorhabditis elegans	-	1KTG	Substrate only
3.6.1.23	P03195	Human gammaherpesvirus 4	-	2BSY,2WE2,2WE1,2WE3,2WE0,2BT1	Substrate only
3.6.1.23	P06968	Escherichia coli	1EUW,1DUD	1SEH,2HRM,1RNJ,6HDE,2HR6,1RN8,1SYL	Substrate only
3.6.1.23	P33316	Homo sapiens	-	3ARA,3ARN,3EHW,5H4J,1Q5H,2HQU	Substrate only
3.6.1.23	P33317	Saccharomyces cerevisiae	-	3P48,3F4F,3HHQ	Substrate only
3.6.1.23	P9WNS5	Mycobacterium tuberculosis	-	3HZA,3LOJ,5ECT,1SIX,2PY4,4GCY,3H6D,3I93,1SJN,1SNF,1MQ7,5EDD,1SMC,1SM8,1SLH	Substrate only
3.6.1.23	Q77J78	white spot syndrome virus	5Y5Q	5Y5P	Substrate only
3.6.1.23	Q8II92	Plasmodium falciparum	3T64,2Y8C,1VYQ	3T70,3T60,3T6Y	Substrate only
3.6.1.27	P60932	Escherichia coli	-	6CB2,6FMV,5OON,6FMW,6FMT	Substrate only
3.6.1.28	Q8JZL3	Mus musculus	-	5A65,5A64	Substrate only
3.6.1.28	Q9BU02	Homo sapiens	-	3BHD,3TVL	Substrate only
3.6.1.29	P49789	Homo sapiens	1FIT,2FIT	5FIT,7P8P,3FIT,2FHI,6FIT,1FHI	Substrate only
3.6.1.5	P97687	Rattus norvegicus	3ZX3,3ZX2,3ZX0	-	Substrate only
3.6.1.5	Q27895	Toxoplasma gondii	-	4KH6,4KH4,4KH5	Substrate only
3.6.1.56	P36639	Homo sapiens	5NHY,6F1X	5WS7,6IJY,8I1F,8I1J,8I18,8I1E,7N03,5ANV,8I1G,5GHQ,5GHO,4C9X,5GHJ,8I1I,8I1D,6GLH,5GHI,8I8T,5FSL,6GLJ,6GLG,5ANW,5GHN,6GLL,8I1A,6EQ4,6GLN,6GLE,8I8S,6ILI,6US3,8I19,6GLP,5GHM,6EQ7,6GLS,5NGT,6F22,7ESF,5FSK,7N13,6GLT,6GLM,6GLI,5ANS,4N1U,4N1T,6GLQ,6GLR,6GLV,5FSI,4C9W,5FSO,5FSM,5FSN,6GLU,6EQ3,5ANU,3Q93,5OTM,3ZR0,6US2,6EQ5,6JVT,6EQ2,6F23,6JVG,5NGS,6AA4,6JVL,6AA5,6JVO,6US4,5ANT,6F20,6EQ6,6JVH,6JVM,6JVS,6JVK,6IMZ,6JVN,6JVQ,5NGR,6JVP,6JVI,6JVR,6JVJ,6QVO,3WHW	Substrate only
3.6.1.57	Q0P8U5	Campylobacter jejuni	-	3HBM,3HBN	Substrate only
3.6.1.59	Q06151	Saccharomyces cerevisiae	-	5BV3,6TRQ	Substrate only
3.6.1.60	O95989	Homo sapiens	-	6PCK,2FVV,6PCL,6WOD,6WOC,6WOE,6WO7,6WOB,6WOI,6WOG,6WOA,6WOF,2Q9P,6WO8,6WOH,7TN4,6WO9	Substrate only
3.6.1.60	Q8NFP7	Homo sapiens	-	3MCF	Substrate only
3.6.1.61	P0A776	Escherichia coli	-	6VCQ,6VCR,7SP3,4S2V,6VCO,6VCP,6D1V,6VCN,6VCL,5YGU,6VCM,6VCK,6D13	Substrate only
3.6.1.61	Q75UV1	Thermus thermophilus	-	1VC8,1VC9	Substrate only
3.6.1.62	Q96DE0	Homo sapiens	-	2XSQ,5W6X,5WJI,6X7U,6B09	Substrate only
3.6.1.66	Q57679	Methanocaldococcus jannaschii	2MJP	-	Substrate only
3.6.1.66	Q9WY06	Thermotoga maritima	-	3S86	Substrate only
3.6.1.67	P0AFC0	Escherichia coli	-	2O1C,2O5W	Substrate only
3.6.1.67	Q9CA40	Arabidopsis thaliana	-	5WWD,6FL4,5GP0,5WY6,6DBZ	Substrate only
3.6.1.7	A5F8G9	Vibrio cholerae	-	4HI1	Substrate only
3.6.1.7	P84142	Pyrococcus horikoshii	-	1W2I	Substrate only
3.6.1.9	P06802	Mus musculus	4GTW,4GTY,4GTZ,4GTX	6AEK,6AEL,4B56,6XKD	Substrate only
3.6.1.9	Q9BY32	Homo sapiens	-	2J4E	Substrate only
3.6.4.13	G0RY84	Thermochaetoides thermophila	5LTJ,5D0U	6QID,5LTA,6QIE,5LTK	Substrate only
3.6.4.13	P21693	Escherichia coli	-	7PLI,7PMM,7PMQ	Substrate only
3.6.4.13	P47047	Saccharomyces cerevisiae	4U4C,2XGJ	4WFD	Substrate only
3.6.4.13	Q14562	Homo sapiens	6ICZ,7W59,7W5A,5MQF	6HYT,6HYS,6HYU	Substrate only
3.6.5.3	P35021	Saccharolobus solfataricus	1JNY	1SKQ	Substrate only
3.6.5.3	P60785	Escherichia coli	3DEG	-	Substrate only
3.6.5.3	Q980A5	Saccharolobus solfataricus	6H6K,3QSY,6SWC,6SW9,5JB3,5JBH	4RD4,4RCZ,4RD1,4RD2,4RJL,4RCY,4RD3,4RD0,4RD6,4M53,6R8T,4M2L,2QN6,6R8S,4M4S,4QFM,3PEN,4NBS,6I5M,3I1F,4M0L,2PMD,3SJZ,2AHO,2QMU,4QHY,3V11	Substrate only
3.6.5.3	Q980M3	Saccharolobus solfataricus	-	2QTH,3KXL,3KXI	Substrate only
3.7.1.11	P0CH62	Azoarcus sp.	2PGN	4D5E,4D5G	Substrate+Cofactor
3.7.1.18	Q93TU6	Rhodococcus sp.	-	1SZO	Substrate only
3.7.1.23	G2IPX5	Sphingobium sp. SYK-6	-	6JVV,6JVW	Substrate only
3.7.1.24	Q4K423	Pseudomonas fluorescens	-	3HWP	Substrate only
3.7.1.3	P83788	Pseudomonas fluorescens	-	1QZ9	Substrate+Cofactor
3.7.1.3	Q16719	Homo sapiens	-	3E9K,2HZP	Substrate+Cofactor
3.7.1.8	G2IN02	Sphingobium sp. SYK-6	-	6E6I	Substrate only
3.7.1.8	P9WNH5	Mycobacterium tuberculosis	-	7ZM4,2WUE,2WUG,7ZM3,2WUF,7ZJT,2WUD,5JZB,7ZM1,7ZM2,5JZS,5JZ9	Substrate only
3.7.1.9	P96965	Pseudomonas fluorescens	-	1IUP,1UK8,1UK7,1UKA,1UK9,1UKB,1UK6	Substrate only
3.8.1.3	Q6NAM1	Rhodopseudomonas palustris	-	3R3Y,3R3V,6QKU,5K3A,6QKT,6QKW,5K3E,5K3F,5K3C,5SWN,5K3B,3R3W,6QHY,3R3Z,6QHV,6QHW,6QI2,6QHU,6QHT,6QHS,6QI0,6QHQ,6QI3,6QHZ,3R3X,6QHP,6GXD,6QHX,6QI1,6GXT	Substrate only
3.8.1.5	A6G7B1	Plesiocystis pacifica	-	4FWB	Apo only
3.8.1.5	P0A3G2	Rhodococcus rhodochrous	3FBW	5FLK,4F5Z,7O3O,4E46,4FWB,5UY1,4F60,6TY7,6SP8,6SP5,4WCV,6XT8,7O8B,5UXZ,5VNP	Substrate only
3.8.1.5	Q6DND9	Lyngbya majuscula	-	3U1T	Substrate only
3.8.1.5	Q9A919	Caulobacter vibrioides	-	4FWB	Apo only
3.8.1.7	A5JTM5	Pseudomonas sp.	-	1NZY	Substrate+Cofactor
3.8.1.8	P72156	Pseudomonas sp.	4V1X,4V1Y	-	Substrate only
3.8.1.9	Q52086	Pseudomonas putida	-	5GZY,5GZX	Substrate only
3.9.1.2	S0F332	Geobacillus stearothermophilus	-	4PIC	Substrate only
3.9.1.3	Q9NRX4	Homo sapiens	-	2HW4,2NMM	Substrate only
4.1.1.1	P06169	Saccharomyces cerevisiae	1QPB	2VK8,2W93,2VK1	Substrate+Cofactor
4.1.1.1	P06672	Zymomonas mobilis	-	5TMA,2WVG,2WVA	Substrate+Cofactor
4.1.1.102	C6F3U5	Enterobacter sp.	-	4UU2,3NX2	Substrate only
4.1.1.102	Q03034	Saccharomyces cerevisiae	-	4ZAC,6EVE,6EVF,4S13	Substrate only
4.1.1.103	Q12BV1	Polaromonas sp. JS666	-	4QRO,3S4T	Substrate only
4.1.1.112	Q9HUU1	Pseudomonas aeruginosa	-	3B8I	Substrate only
4.1.1.116	Q8ZNC4	Salmonella enterica subsp. enterica serovar Typhimurium	-	8D2Y,8D4I,8D88,8D5R,8D5D,6N2H	Substrate only
4.1.1.12	Q845W8	Pseudomonas dacunhae	-	3FDD	Cofactor only
4.1.1.12	Q93QX0	Comamonas testosteroni	-	2ZY4,2ZY3,2ZY5	Cofactor only
4.1.1.15	P69910	Escherichia coli	-	2DGK,2DGM,1PMM,1PMO,3FZ6,2DGL	Substrate+Cofactor
4.1.1.17	P07805	Trypanosoma brucei	-	2TOD,1F3T	Substrate+Cofactor
4.1.1.17	P43099	Ligilactobacillus saerimneri 30a	-	1C4K	Substrate+Cofactor
4.1.1.18	O50657	Selenomonas ruminantium	-	5GJP	Substrate+Cofactor
4.1.1.18	P0A9H3	Escherichia coli	-	3N75,6YN5,3Q16	Substrate only
4.1.1.2	O34714	Bacillus subtilis	1UW8	1J58,2V09,1L3J,2UYA,2UYB,3S0M,5HI0,2UY8	Substrate only
4.1.1.20	P00861	Escherichia coli	-	1KNW,1KO0	Substrate+Cofactor
4.1.1.20	P9WIU7	Mycobacterium tuberculosis	1HKV	-	Substrate+Cofactor
4.1.1.21	Q73PV9	Treponema denticola	-	5C5D,3RG8,3RGG	Substrate only
4.1.1.22	P19113	Homo sapiens	-	4E1O,7EIX,7EIW,7EIY	Substrate+Cofactor
4.1.1.23	O26232	Methanothermobacter thermautotrophicus	-	3W07,3WJX,3SJ3,3WK3,3PC0,3PBU,3PBW,3PBY,3G1V,3P5Z,3LLF,3PBV,3NQF,4LC8,4LC6,3QMS,3QMT,3SY5,3SIZ,3QMR,3QF0,3LHW,3LHT,3LI1,3LHV,3V1P,3WJZ,3P61,3SSJ,3LHZ,3LHY,3P60,3LTP,3WK0,3M1Z,4GC4,3RLV,3NQE,4LW7,3LTS,3NQ7,3LV5,1X1Z,3LLD,3LV6,3M5Y,3RLU,1KLY,1KLZ,1DVJ,1KM2,1KM3,3G1D,3THQ,1KM4,3SW6,1KM5,3G1A,3G22,3LTY,3G24,3LI0,1KM6,1LOQ,2ZZ2,4FX6,3QEZ,3G1X,2ZZ5,2ZZ1,2ZZ7,3WJW,4O11,4NUW,4NX5,3P5Y,3WK1,2E6Y,3LHU,1KM1,1LOR,2ZZ6,2ZZ4,3WK2,1KM0,3SGU,3SEC,4FXR,3WJY,4NT0,2ZZ3,1LOL,1LOS,1LP6,4FX8,4O8R,3G1H,3G1F	Substrate only
4.1.1.23	P03962	Saccharomyces cerevisiae	-	3GDT,3GDL,1DQX	Substrate only
4.1.1.23	P11172	Homo sapiens	6ZWY,6YWT,6YWU,6ZWZ,6YVM,6YVL,6YVO,6YVK,6ZX0,6YVN	7OUZ,7OV0,7OTU,7ASQ,7AM9,6ZX1,7OQM,7OQF,7OQN,7OQK,3EWY,3EWW,6ZX3,7OQI,3MI2,6ZX2,2QCF,3EX4,3EX6,7Q1H,3L0K,3MO7,3G3M,3EWZ,3EWX,3EX1,2QCE,3EX3,3DBP,3EX2,3EWU,3BK0,2QCM,3G3D,3L0N,2QCG,4HKP,2P1F,4HIB,3BVJ,2QCN,2QCL,2WNS,3BGG,2QCH,3BGJ,2V30,2QCD,3MW7	Substrate only
4.1.1.23	Q8IJH3	Plasmodium falciparum	-	3N3M,3N34,3BPW,3S9Y,3MWA,2Q8Z,3N2M,3BAR,2QAF	Substrate only
4.1.1.25	J7GQ11	Levilactobacillus brevis	-	5HSJ	Cofactor only
4.1.1.28	P20711	Homo sapiens	3RCH	-	Substrate only
4.1.1.28	P80041	Sus scrofa	-	1JS3	Substrate+Cofactor
4.1.1.28	Q88JU5	Pseudomonas putida	-	7XIN	Cofactor only
4.1.1.31	P00864	Escherichia coli	1FIY	1JQN,1QB4	Substrate only
4.1.1.32	P07379	Rattus norvegicus	6YI9	4GMU,3MOE,3DTB,4YW9,4GNQ,3DT4,5FH2,6P5O,5FH4,4GNO,4YWB,4GNM,3DT2,3DT7,4YW8,5FH5,5FH1,5FH3,5FH0,2QF2,4GNL,4GMM,4GNP,4GMW,3MOF,2RKE,5V97,2QF1,7L36,2QEY,2RKD,2RK7,5V9G,2RKA,7L3V,4OX2,2RK8,4GMZ,5V9F,7L3M,3MOH,4YWD,5V9H	Substrate only
4.1.1.33	P32377	Saccharomyces cerevisiae	-	1FI4	Substrate only
4.1.1.33	Q9FD73	Staphylococcus epidermidis	-	4DPU,4DPX,3QT6,3QT8,4DU8,4DPY,4DPT,3QT7,4DU7,4DPW	Substrate only
4.1.1.37	P06132	Homo sapiens	-	1R3S,1R3Q,1R3T,1R3W,1R3Y,1URO,2Q71,1R3V	Substrate only
4.1.1.39	O28635	Archaeoglobus fulgidus	-	8DHT	Substrate only
4.1.1.39	O93627	Thermococcus kodakarensis	-	3KDN,3WQP,3A12,3A13,3KDO	Substrate only
4.1.1.39	P04718	Rhodospirillum rubrum	-	5HQM,2RUS,9RUB,1RUS	Substrate only
4.1.1.4	Q7NSA6	Chromobacterium violaceum	-	3BGT,3BH3	Substrate only
4.1.1.45	Q8TDX5	Homo sapiens	-	2WM1,4IH3,7PWY	Substrate only
4.1.1.47	P0AEP7	Escherichia coli K-12	-	2PAN	Substrate+Cofactor
4.1.1.48	P9WFX7	Mycobacterium tuberculosis	-	4FB7,3T44,3T78,3T40,3T55	Substrate only
4.1.1.48	Q06121	Saccharolobus solfataricus	4A29,5AN7,5AOU,4A2R,4A2S	4OU1,3TC7,3NZ1,3TC6,4LNY,1A53,1LBF,4IWW,1LBL,4IX0,6NW4	Substrate only
4.1.1.49	O09460	Anaerobiospirillum succiniciproducens	-	1YTM	Substrate only
4.1.1.49	P22259	Escherichia coli	1OS1,1AYL,1AQ2	6AT4,6AT2,6AT3,6ASN,6ASM,2OLR,6V2M,6V2L,6ASI,2OLQ,6CRT,1K3C,1K3D,2PY7,2PXZ,6COM	Substrate only
4.1.1.50	Q9WZC3	Thermotoga maritima	-	3IWC	Substrate+Cofactor
4.1.1.57	A0A0G4DBU7	Streptomyces sp. 590 KI-2014	-	7CIG,7CII,7CIJ,7CIF,7CIM	Substrate only
4.1.1.59	A0A060TAG5	Blastobotrys adeninivorans	-	6W54	Substrate only
4.1.1.64	P16932	Burkholderia cepacia	-	1DGD,1DGE	Substrate+Cofactor
4.1.1.7	P20906	Pseudomonas putida	-	5DEI,2FWN,4MPJ,3FZN,4K9L,1MCZ	Substrate+Cofactor
4.1.1.72	Q6QBS4	Lactococcus lactis	2VBF,2VBG	-	Cofactor only
4.1.1.76	Q05115	Bordetella bronchiseptica	2VLB	3IXL,3IP8,3DTV,3EIS	Substrate only
4.1.1.77	Q1XGK3	Pseudomonas putida	-	5D2K,5D2J,5D2F,5D2I,5D2G,5D2H	Substrate only
4.1.1.8	P0AFI0	Escherichia coli	-	2Q28,2Q29,2Q27	Substrate+Cofactor
4.1.1.8	P40149	Oxalobacter formigenes	-	2C31,2JI6,2JI8,2JI9,2JIB	Substrate+Cofactor
4.1.1.9	O95822	Homo sapiens	-	2YGW,4F0X	Substrate only
4.1.1.97	A6T925	Klebsiella pneumoniae	-	5UOU,3O7J	Substrate only
4.1.2.10	A0A0H5BR52	Chamberlinius hualienensis	6KFA,6KFB,6KFD,6JHC,6KFC	6KFE	Substrate only
4.1.2.10	A0A1C9V3S9	Davallia tyermanii	5E4B,5E4M,5E46	5E4D	Substrate only
4.1.2.10	A0A1L7NZN4	Passiflora edulis	-	5XZT,5Y02	Substrate only
4.1.2.13	I3EBM6	Bacillus methanolicus	-	7NC7	Substrate only
4.1.2.13	P00883	Oryctolagus cuniculus	1ADO	5TLE,3BV4,1ZAI,2QUT,1ZAJ,3DFO,5TLZ,2QUU,3DFS,2OT1,3TU9,5TLH,5TLW,6ALD,1J4E	Substrate only
4.1.2.13	P04075	Homo sapiens	4ALD	-	Substrate only
4.1.2.13	P0AB71	Escherichia coli	-	5VJE,5VJD,5GK3,5GK6,5GK7,5GK5,1B57,5GK4,5GK8	Substrate only
4.1.2.13	P9WQA3	Mycobacterium tuberculosis	-	3ELF,3EKL,4DEL,4A22,3EKZ,4LV4	Substrate only
4.1.2.13	Q8I8I2	Toxoplasma gondii	-	5TKL,5TKC,5TK3,5TKN,5TKP	Substrate only
4.1.2.13	Q9U5N6	Leishmania mexicana	-	2QDH,2QDG	Substrate only
4.1.2.14	P0A955	Escherichia coli	1EUA	1FQ0,1FWR	Substrate only
4.1.2.17	P0AB87	Escherichia coli	1FUA,2FUA,4FUA,3FUA	1E4C,1E4B,1DZV,1DZZ,1E48,1DZU,1E47,1E4A,1DZW,1DZX,1DZY,1E49,1E46	Substrate only
4.1.2.19	P32169	Escherichia coli	-	2V9L,1OJR,2V9N,2V2B,2V2A,2V9I,2UYU,2V29,2UYV,2V9G,1GT7	Substrate only
4.1.2.20	P23522	Escherichia coli	1DXF	-	Substrate only
4.1.2.22	D6PAH1	Bifidobacterium breve	-	3AHC,3AHD,3AHE,3AHH,3AHI,3AHJ	Substrate+Cofactor
4.1.2.26	Q59IT3	Pseudomonas putida	-	1V72	Cofactor only
4.1.2.27	Q63IP8	Burkholderia pseudomallei	-	5K1R	Cofactor only
4.1.2.38	P51853	Pseudomonas fluorescens	-	2UZ1,3D7K	Cofactor only
4.1.2.4	P0A6L0	Escherichia coli	-	1JCL,5EKY,1JCJ,5EL1,5EMU,6Z9H,6Z9I	Substrate only
4.1.2.42	A0A1C9ZZ39	Chlamydomonas reinhardtii	-	7YQA	Substrate only
4.1.2.47	D1MX73	Baliospermum montanum	-	3WWP	Substrate only
4.1.2.47	P52704	Hevea brasiliensis	2G4L	3C6X,3C6Z,3C70,3C6Y,1YB6,1SCK,2YAS,7YAS,1YB7,1SC9,3YAS,1YAS,4YAS,5YAS,1SCQ	Substrate only
4.1.2.47	P52705	Manihot esculenta	1DWO,1DWQ,1E8D	1EB9	Substrate only
4.1.2.48	P75823	Escherichia coli	-	3WLX	Substrate only
4.1.2.49	O07051	Aeromonas jandaei	-	3WGC,3WGB	Substrate only
4.1.2.51	Q6KZI8	Picrophilus torridus	-	4UXD	Substrate only
4.1.2.52	B1IS70	Escherichia coli	-	4B5S,4B5W,4B5U,4B5T,4B5V	Substrate only
4.1.2.52	Q47098	Escherichia coli	-	2V5K	Substrate only
4.1.2.53	P76469	Escherichia coli	-	2VWT	Substrate only
4.1.2.55	O54288	Saccharolobus solfataricus	-	6H2R,1W3I,2YDA,6GSO,1W3N,1W3T,6GV2,6H2S,6G3Z,6H7R,6GT8,6H7S	Substrate only
4.1.2.55	Q4JC35	Sulfolobus acidocaldarius	-	2NUY	Substrate only
4.1.2.61	O69762	Pseudomonas fluorescens	-	2VSU,2VSS	Substrate only
4.1.2.62	P0DTQ0	Bacillus thuringiensis serovar kurstaki	-	6BTG	Substrate only
4.1.3.1	P0CT06	Pyricularia oryzae	-	5E9G	Substrate only
4.1.3.1	P9WKK7	Mycobacterium tuberculosis	6VB9,7CP1	6XPP,6WSI,5DQL,1F8M,6C4A,7RB1,6C4C,1F8I	Substrate only
4.1.3.1	Q9I0K4	Pseudomonas aeruginosa	-	6G1O	Substrate only
4.1.3.16	Q86XE5	Homo sapiens	-	3S5O,3S5N	Substrate only
4.1.3.17	A5W059	Pseudomonas putida	-	3NOJ	Substrate only
4.1.3.24	Q3J5L6	Cereibacter sphaeroides	-	4L9Z,4L9Y	Substrate only
4.1.3.27	P9WFX2	Mycobacterium tuberculosis	5CWA	-	Substrate only
4.1.3.3	P0A6L4	Escherichia coli K-12	2WKJ,2WNN,4UUI,4BWL,2WPB,1FDY,1FDZ	2XFW,1HL2,2WNZ,3LBC,2YGY,3LCW	Substrate only
4.1.3.3	P44539	Haemophilus influenzae	-	1F74,1F7B,1F73	Substrate only
4.1.3.3	Q2G160	Staphylococcus aureus	5A8G,4AHO,4AH7,4AMA	5LKY,5KZD	Substrate only
4.1.3.3	Q8NMD2	Corynebacterium glutamicum	-	5C55	Substrate only
4.1.3.3	Q9CKB0	Pasteurella multocida	-	4IME,4IMC,4IMG,4IMF,4IMD	Substrate only
4.1.3.30	P77541	Escherichia coli	-	1XG4,1XG3	Substrate only
4.1.3.32	Q2L887	Aspergillus niger	-	3FA3	Substrate only
4.1.3.36	P9WNP5	Mycobacterium tuberculosis	-	4QII,1RJN	Substrate+Cofactor
4.1.3.39	P9WMK5	Mycobacterium tuberculosis	-	4JN6	Substrate only
4.1.3.40	P26602	Escherichia coli	1XLR,1G1B	1TT8,1FW9,1G81,1JD3,2AHC	Substrate only
4.1.99.1	P0A853	Escherichia coli	5D8G,2OQX	2V1P,2V0Y,4UP2,4W4H,4W1Y	Substrate only
4.1.99.2	P31013	Citrobacter freundii	-	7TCS,7TDL,2YHK,2YCT	Substrate+Cofactor
4.1.99.5	Q54764	Synechococcus elongatus	-	4RC8,4RC7,4QUW,4RC5	Substrate only
4.1.99.5	Q55688	Synechocystis sp. PCC 6803	-	4RC7	Apo only
4.2.1.1	B2V8E3	Sulfurihydrogenibium sp. YO3AOP1	-	4G7A	Substrate only
4.2.1.1	C0QRB5	Persephonella marina	-	6IM1,6IM3,6IM0	Substrate only
4.2.1.1	C1DTU5	Sulfurihydrogenibium azorense	-	4X5S	Substrate only
4.2.1.1	E8T502	Thermovibrio ammonificans	4UOV	4COQ	Substrate only
