EC_number	UniProt_ID	Organism_name	Substrate_only	Cofactor_only	Substrate+Cofactor	Apo_structures
4.1.2.13	P0AB71	Escherichia coli	5GK7_A,5GK7_B,5GK5_B,5GK5_C,5GK5_D,5GK5_E,5GK5_G,5VJE_A,5VJE_B,5GK6_A,5GK6_B,5GK4_A,5GK8_B,5GK3_B,1B57_A,1B57_B,5VJD_A,5VJD_B	-	-	1DOS_A,1DOS_B,1ZEN_A,5GK5_A,5GK5_F,5GK5_H,1GYN_A,5GK4_B,5GK8_A,5GK3_A
4.1.2.13	P9WQA3	Mycobacterium tuberculosis	3EKZ_A,4A22_A,4A22_B,4DEL_A,3EKL_A,4LV4_A,3ELF_A	-	-	4DEF_A,4A22_C,4A22_D,4A21_A,4A21_B,4A21_C,4A21_D
4.1.2.13	Q8I8I2	Toxoplasma gondii	5TKP_A,5TK3_A,5TKC_A,5TKL_A,5TKN_A	-	-	5TJS_A
4.1.2.13	Q9U5N6	Leishmania mexicana	2QDH_A,2QDH_B,2QDH_C,2QDH_D,2QDG_A,2QDG_B,2QDG_C,2QDG_D	-	-	2QAP_A,2QAP_B,2QAP_C,2QAP_D,1EPX_A,1EPX_B,1EPX_C,1EPX_D
4.1.2.14	P0A955	Escherichia coli	1FWR_A,1FWR_B,1FWR_C,1FQ0_A,1FQ0_B,1FQ0_C,1EUA_A,1EUA_B,1EUA_C	-	-	2C0A_A,2C0A_B,2C0A_C,1WAU_A,1WBH_A,1WBH_B,1WBH_C,1EUN_A,1EUN_B,1EUN_C
4.1.2.17	P0AB87	Escherichia coli	4FUA_A,1DZW_P,1DZZ_P,2FUA_A,1E48_P,1E49_P,1FUA_A,1E47_P,1E46_P,1E4C_P,1DZY_P,3FUA_A,1E4A_P,1DZU_P,1DZV_P,1E4B_P,1DZX_P	-	-	-
4.1.2.19	P32169	Escherichia coli	2UYU_A,2UYU_E,2V9I_A,2V9I_B,1GT7_A,1GT7_B,1GT7_C,1GT7_D,1GT7_E,1GT7_F,1GT7_G,1GT7_H,1GT7_I,1GT7_J,1GT7_K,1GT7_L,1GT7_M,1GT7_N,1GT7_O,1GT7_P,1GT7_Q,1GT7_R,1GT7_S,1GT7_T,2V9N_A,2V9N_B,2V9N_C,2V9N_D,2V2A_A,2V2B_A,2V9L_A,2UYV_A,2UYV_B,2UYV_C,2UYV_D,2V29_A,2V29_B,2V9G_A,2V9G_B,2V9G_C,2V9G_D,1OJR_A	-	-	2V9F_A,2V9E_A,2V9E_B,2V9O_A,2V9O_E
4.1.2.20	P23522	Escherichia coli	1DXF_A,1DXF_B	-	-	1DXE_A,1DXE_B
4.1.2.22	D6PAH1	Bifidobacterium breve	3AHG_A	3AHF_A	3AHE_A,3AHC_A,3AHH_A,3AHJ_A,3AHI_A,3AHD_A	-
4.1.2.22	Q9CFH4	Lactococcus lactis subsp. lactis	-	-	-	-
4.1.2.26	Q59IT3	Pseudomonas putida	-	1V72_A	-	-
4.1.2.27	Q63IP8	Burkholderia pseudomallei	-	5K1R_A,5K1R_B	-	-
4.1.2.38	P51853	Pseudomonas fluorescens	-	2UZ1_A,2UZ1_B,2UZ1_C,2UZ1_D,3D7K_A,3D7K_B	-	-
4.1.2.4	P0A6L0	Escherichia coli	5EL1_A,5EMU_A,1JCJ_A,1JCJ_B,5EKY_A,1JCL_A,1JCL_B,6Z9I_A,6Z9I_B,6Z9H_A,6Z9H_B	-	-	1P1X_A,1P1X_B,6Z9J_A,6Z9J_B,1KTN_A,1KTN_B
4.1.2.42	A0A1C9ZZ39	Chlamydomonas reinhardtii	7YQA_A,7YQA_B,7YQA_C,7YQA_D	-	-	-
4.1.2.47	D1MX73	Baliospermum montanum	3WWP_A,3WWP_B,3WWP_G,3WWP_L,3WWP_M,3WWP_R	-	-	3WWO_A,3WWO_B
4.1.2.47	P52704	Hevea brasiliensis	3C6Z_A,3C6X_A,1YB7_A,1YAS_A,3C6Y_A,3C70_A,1YB6_A,1SCQ_A,2G4L_A,4YAS_A,1SCK_A,3YAS_A,1SC9_A,2YAS_A,5YAS_A,7YAS_A	-	-	1SCI_A,8EUO_A,6YAS_A,1QJ4_A
4.1.2.47	P52705	Manihot esculenta	1E8D_A,1E8D_B,1EB9_A,1EB9_B,1DWO_A,1DWQ_A,1DWQ_B	-	-	3RKS_A,3RKS_B,3RKS_C,3RKS_D,1EB8_A,1EB8_B,1E89_A,1E89_B,1DWO_B,4YK7_A,4YK7_B,4YK7_C,4YK7_D,1DWP_A,1DWP_B,3X3H_A,3X3H_B,3X3H_C,3X3H_D,3X3H_E,3X3H_F,3X3H_G,3X3H_H
4.1.2.48	P75823	Escherichia coli	3WLX_B,3WLX_A	-	-	-
4.1.2.49	O07051	Aeromonas jandaei	3WGC_A,3WGC_B,3WGC_C,3WGC_D,3WGB_A,3WGB_B,3WGB_C,3WGB_D	-	-	-
4.1.2.51	Q6KZI8	Picrophilus torridus	4UXD_A,4UXD_B,4UXD_C,4UXD_D	-	-	-
4.1.2.52	B1IS70	Escherichia coli	4B5V_A,4B5V_B,4B5S_A,4B5S_B,4B5U_A,4B5U_B,4B5W_A,4B5W_B,4B5W_C,4B5W_D,4B5W_E,4B5W_F,4B5T_A,4B5T_B	-	-	4B5X_A,4B5X_B
4.1.2.52	Q47098	Escherichia coli	2V5K_A,2V5K_B	-	-	2V5J_A,2V5J_B
4.1.2.53	P76469	Escherichia coli	2VWT_A,2VWT_B,2VWT_C	-	-	2VWS_A,2VWS_B,2VWS_C
4.1.2.55	O54288	Saccharolobus solfataricus	6G3Z_A,6G3Z_B,2YDA_A,2YDA_B,6GSO_C,6GSO_D,6H7S_A,6H7S_B,1W3I_A,1W3I_B,1W3I_C,1W3I_D,6GV2_A,6GV2_B,6H7R_A,6H7R_C,1W3N_A,1W3N_B,1W3N_C,1W3N_D,6GT8_A,6GT8_B,1W3T_A,1W3T_B,1W3T_C,1W3T_D,6H2R_A,6H2R_B,6H2R_C,6H2R_D,6H2S_A,6H2S_B,6H2S_C,6H2S_D	-	-	6GSO_A,6GSO_B,6H7R_B,6H7R_D,1W37_A,1W37_B,1W37_C,1W37_D
4.1.2.55	Q4JC35	Sulfolobus acidocaldarius	2NUY_A,2NUY_B	-	-	2NUX_A,2NUX_B,2NUW_A,2NUW_B
4.1.2.61	O69762	Pseudomonas fluorescens	2VSU_A,2VSU_B,2VSU_D,2VSU_E,2VSU_F,2VSS_B,2VSS_D,2VSS_E,2VSS_F	-	-	2VSU_C,2J5I_A,2J5I_B,2J5I_C,2J5I_D,2J5I_E,2J5I_F,2J5I_G,2J5I_H,2J5I_I,2J5I_J,2J5I_K,2J5I_L,2VSS_A,2VSS_C
4.1.2.62	P0DTQ0	Bacillus thuringiensis serovar kurstaki	6BTG_A	-	-	6BTD_A
4.1.3.1	P0CT06	Pyricularia oryzae	5E9G_A,5E9G_B,5E9G_C,5E9G_D	-	-	5E9F_A,5E9F_B,5E9F_C,5E9F_D
4.1.3.1	P9WKK7	Mycobacterium tuberculosis	6XPP_A,6XPP_B,6XPP_C,6XPP_D,6C4C_A,6C4C_B,6C4C_C,6C4C_D,6C4C_E,6C4C_F,6C4C_G,6C4C_H,6C4A_A,6C4A_B,6C4A_C,6C4A_D,6C4A_E,6C4A_F,6C4A_G,6C4A_H,6VB9_A,6VB9_B,6VB9_C,6VB9_D,1F8I_A,1F8I_B,1F8I_C,1F8I_D,5DQL_A,5DQL_B,5DQL_C,5DQL_D,7RB1_A,7RB1_B,7RB1_C,7RB1_D,7CP1_B,1F8M_A,1F8M_B,1F8M_C,1F8M_D,6WSI_A,6WSI_B,6WSI_C,6WSI_D	-	-	7CP1_A,1F61_A,1F61_B
4.1.3.1	Q9I0K4	Pseudomonas aeruginosa	6G1O_A	-	-	-
4.1.3.16	Q86XE5	Homo sapiens	3S5N_A,3S5O_A	-	-	-
4.1.3.17	A5W059	Pseudomonas putida	3NOJ_A	-	-	-
4.1.3.24	Q3J5L6	Cereibacter sphaeroides	4L9Z_A,4L9Z_B,4L9Z_C,4L9Z_D,4L9Z_E,4L9Z_F,4L9Y_B,4L9Y_D	-	-	4L9Y_A,4L9Y_C,4L9Y_E,4L9Y_F
4.1.3.27	P9WFX2	Mycobacterium tuberculosis	5CWA_A	-	-	-
4.1.3.3	P0A6L4	Escherichia coli K-12	1HL2_A,1HL2_B,1HL2_C,1HL2_D,2XFW_A,2XFW_B,2XFW_C,2XFW_D,2WPB_A,2WPB_B,2WPB_C,2WPB_D,1FDZ_A,1FDZ_B,1FDZ_C,1FDZ_D,3LBC_A,3LBC_B,3LBC_C,3LBC_D,2WNZ_A,2WNZ_B,2WNZ_C,2WNZ_D,2YGY_B,2YGY_C,4UUI_A,4UUI_B,4UUI_C,4UUI_D,1FDY_A,1FDY_B,1FDY_C,1FDY_D,2WNN_A,2WNN_B,2WNN_C,2WNN_D,4BWL_A,4BWL_B,4BWL_C,4BWL_D,2WKJ_A,2WKJ_B,2WKJ_C,2WKJ_D,3LCW_A,3LCW_B,3LCW_C,3LCW_D	-	-	3LCX_A,3LCX_B,3LCX_C,3LCX_D,3LCG_A,3LCG_B,3LCG_C,3LCG_D,3LCF_A,3LCF_B,3LCF_C,3LCF_D,2YGY_A,2YGY_D,3LBM_A,3LBM_B,3LBM_C,3LBM_D,3LCL_A,3LCL_B,3LCL_C,3LCL_D,1NAL_1,1NAL_2,1NAL_3,1NAL_4,2WO5_A,2WO5_B,2WO5_C,2WO5_D,3LCI_A,3LCI_B,3LCI_C,3LCI_D,3LCH_A,3LCH_B,3LCH_C,3LCH_D,2WNQ_A,2WNQ_B,2WNQ_C,2WNQ_D
4.1.3.3	Q2G160	Staphylococcus aureus	4AH7_A,4AH7_B,4AH7_C,4AH7_D,4AHO_A,4AHO_B,4AHO_C,4AHO_D,5KZD_A,5KZD_B,5KZD_C,5KZD_D,5A8G_A,5A8G_B,4AMA_A,4AMA_B,4AMA_C,4AMA_D,5LKY_A,5LKY_B,5LKY_C,5LKY_D	-	-	5KZE_A,5KZE_B,5KZE_C,5KZE_D,5KZE_E,5KZE_F,5KZE_G,5KZE_H,4AHQ_A,4AHQ_B,4AHQ_C,4AHQ_D,4AHP_A,4AHP_B,4AHP_C,4AHP_D
4.1.3.3	Q8NMD2	Corynebacterium glutamicum	5C55_A,5C55_B	-	-	5C54_A,5C54_B,5C54_C,5C54_D,5C54_E,5C54_F,5C54_G,5C54_H
4.1.3.3	Q9CKB0	Pasteurella multocida	4IMD_A,4IMD_B,4IMD_C,4IMD_D,4IMF_A,4IMF_B,4IMC_A,4IMC_B,4IMC_C,4IMC_D,4IMG_A,4IMG_B,4IME_B,4IME_C,4IME_D,4IME_E,4IME_G	-	-	4IME_A,4IME_F,4IME_H
4.1.3.3	P44539	Haemophilus influenzae	1F73_A,1F73_B,1F73_C,1F73_D,1F74_A,1F74_C,1F7B_A,1F7B_C	-	-	1F5Z_A,1F5Z_B,1F5Z_C,1F5Z_D,1F6K_A,1F6K_C,1F6P_A,1F6P_B,1F6P_C,1F6P_D
4.1.3.30	P77541	Escherichia coli	1XG4_A,1XG4_B,1XG4_D,1XG3_A,1XG3_B,1XG3_C,1XG3_D	-	-	1MUM_A,1MUM_B,1OQF_A,1OQF_B,1XG4_C
4.1.3.32	Q2L887	Aspergillus niger	3FA3_A,3FA3_B,3FA3_C,3FA3_D,3FA3_E,3FA3_F,3FA3_G,3FA3_H,3FA3_I,3FA3_K,3FA3_L,3FA3_M,3FA3_O,3FA3_P	-	-	3FA4_A,3FA4_B,3FA4_C,3FA4_D,3FA4_E,3FA4_F,3FA4_G,3FA4_H,3FA4_I,3FA4_J,3FA4_K,3FA4_L,3FA3_J,3FA3_N
4.1.3.36	P9WNP5	Mycobacterium tuberculosis	1RJM_A	3T8A_B,3T8A_C,4QII_A,4QII_C,4QII_E,4QII_F,4QII_H,4QII_I,4QII_K,4QII_L,1Q51_A,1Q51_B,1Q51_C,1Q51_D,1Q51_E,1Q51_F,1Q51_G,1Q51_H,1Q51_I,1Q51_J,1Q51_K,1Q51_L,4QIJ_A,4QIJ_B,4QIJ_C,4QIJ_D,4QIJ_E,4QIJ_F,4QIJ_G,4QIJ_H,4QIJ_I,4QIJ_J,4QIJ_K,4QIJ_L	4QII_B,4QII_D,4QII_G,4QII_J,1RJN_B	3T8A_A,1Q52_A,1Q52_B,1Q52_C,1Q52_D,1Q52_E,1Q52_F,1Q52_G,1Q52_H,1Q52_I,1Q52_J,1Q52_K,1Q52_L,1RJM_B,1RJM_C,3T8B_A,3T8B_B,1RJN_A,1RJN_C
4.1.3.39	P9WMK5	Mycobacterium tuberculosis	4JN6_A,4JN6_C	-	-	4JN6_B,4JN6_D
4.1.3.40	P26602	Escherichia coli	1FW9_A,1G1B_A,1G1B_B,1XLR_A,1TT8_A,2AHC_A,2AHC_B,2AHC_C,2AHC_D,1G81_A,1JD3_A	-	-	-
4.1.99.1	P0A853	Escherichia coli	2OQX_A,5D8G_A,4UP2_B,4W4H_A,4W4H_B,4W1Y_A,2V0Y_A,2V1P_A	-	-	4UP2_A,4UP2_C,4UP2_D,4W1Y_B,2C44_A,2C44_B,2C44_C,2C44_D
4.1.99.2	P31013	Citrobacter freundii	6DVX_A,6DVX_B,6NV8_A,6NV8_B,6ECG_A,6ECG_B,7TCS_A,7TCS_B,7TCS_C,2TPL_A,2TPL_B,6DUR_A,6DUR_B,7TDL_A,6DXV_A,6DXV_B,2EZ1_A,2EZ1_B,2VLF_A,2VLF_B,6MPD_A,6MPD_B,2VLH_A,6DYT_A,6DYT_B,6MO3_A,6MO3_B,6DZ5_A,6DZ5_B,2YCN_A,2YCN_B,6MQQ_A,6MQQ_B,6MME_A,6MME_B,6MLS_A,6MLS_B,2YCP_A,2YCP_B,2YCP_C,2YCP_D	2VLH_B	2YHK_A,2YHK_B,7TCS_D,7TDL_B,7TDL_C,7TDL_D,2YCT_A,2YCT_B	2EZ2_A,2EZ2_B,1TPL_A,1TPL_B
4.1.99.5	Q54764	Synechococcus elongatus	4RC7_A,4RC7_B,4QUW_A,4RC8_A,4RC5_A,4RC5_B	-	-	4RC6_A,4RC6_B,4RC8_B
4.1.99.5	Q55688	Synechocystis sp. PCC 6803	-	-	-	4Z5S_A
4.2.1.1	B2V8E3	Sulfurihydrogenibium sp. YO3AOP1	4G7A_A,4G7A_B	-	-	-
4.2.1.1	C0QRB5	Persephonella marina	6IM0_A,6IM0_B,6IM0_C,6IM0_D,6IM0_E,6IM0_F,6IM3_A,6IM3_B,6IM3_C,6IM3_D,6IM3_E,6IM3_F,6IM1_A,6IM1_B,6IM1_E,6IM1_F	-	-	6IM1_C,6IM1_D
4.2.1.1	E8T502	Thermovibrio ammonificans	4UOV_A,4UOV_B,4UOV_C,4UOV_D,4UOV_E,4UOV_F,4COQ_A,4COQ_B	-	-	4C3T_A,4C3T_B
