EC_number	UniProt_ID	PDB_IDs	Organism_name
3.5.1.2	O94925	5D3O,5I94,6UL9,8GWR,6ULA,7SBM,3VP2,6UK6,6UME,5JYP,6UJG,3VP1,7RGG,6LOX,3VP3,5JYO,5U0J,4O7D,7REN,8BSN,8BSM,6UJM,5WJ6,3UO9,5FI6,6UKB,7SBN,3VOY,3VP4,5FI7,6ULJ,6UMD,3VP0,5U0I,3VOZ,6UMF,8BSL,8BSK,5HL1,3CZD,6UMC,5FI2,3UNW,5UQE	Homo sapiens
3.5.1.2	P77454	1U60	Escherichia coli
3.5.1.23	Q86V24	6YXF,5LWY,5LX9,6KS1,6YXG,5LXA,6YXD,6YX9	Homo sapiens
3.5.1.23	Q9NR71	4WGK	Homo sapiens
3.5.1.24	C7CXJ5	6A8T,4WL3,6A8Q	Enterococcus faecalis
3.5.1.24	J7H3P9	5HKE,8BLS,8BLT,5Y7P	Ligilactobacillus salivarius
3.5.1.25	P0AF18	1YRR,1YMY,2P50,2P53	Escherichia coli
3.5.1.26	P20933	1APY,1APZ	Homo sapiens
3.5.1.4	P11436	2UXY	Pseudomonas aeruginosa
3.5.1.4	Q70I53	1ZZ1,5G1A,5G1B,5G3W,5G17,2VCG,5G1C,1ZZ3,6GJK,1ZZ0,2GH6	Alcaligenes sp.
3.5.1.4	Q7DKE4	3A1I,3A1K	Rhodococcus sp. N-771
3.5.1.41	Q6DWK3	2IW0	Colletotrichum lindemuthianum
3.5.1.42	A9CJ26	2A9S	Agrobacterium fabrum
3.5.1.46	P07061	2ZM2,2ZM9,3VWP,3VWQ,3VWM,2ZLY,2E8I,3VWL,3A65,2ZM8,2ZMA,3VWN,3VWR,3A66,2ZM7,2ZM0	Paenarthrobacter ureafaciens
3.5.1.48	F1QCV2	6WDX,6VNQ,7KUR,7KUS,7KUV,6UIL,6UIM,7SGJ,7U6B,7SGG,6UHU,6WBQ,7U6A,7KUT,6WDY,6UFO,7SGK,7KUQ,6WDW,5TD7,6WDV,7U59,6UFN,6UIJ,7SGI,7U69,6UII,7U3M,6UHV	Danio rerio
3.5.1.5	P07374	4GY7,3LA4,7KNS,4H9M,4GOA	Canavalia ensiformis
3.5.1.54	Q0BRB0	4GYR,4GYS	Granulibacter bethesdensis
3.5.1.54	Q936X2	4CP8	Pseudomonas sp.
3.5.1.6	Q96W94	2V8H,2V8D,2V8G,1R43,2V8V,1R3N,2VL1	Lachancea kluyveri
3.5.1.6	Q9UBR1	6FTQ	Homo sapiens
3.5.1.60	Q02083	6DXX,6DXW	Homo sapiens
3.5.1.81	Q9AGH8	1RJQ,1V4Y,1RK5,1M7J,1V51,1RJR,1RJP,1RK6	Alcaligenes faecalis
3.5.1.84	Q1M7F4	6AZN,6AZS,6AZO,5BK6,6AZQ	Rhizobium leguminosarum bv. viciae
3.5.1.88	P0A6K3	4V5B,1BS8,2W3T,1BSZ,7D80,1LRU,7D6Z,1XEO,1BS7,1BS5,2KMN,1DEF,3K6L,2W3U,6IY7,1G2A,4AL2,1BS4,1XEN,1BS6,6IZI,2AI8,4AL3,1XEM,1DFF,4AZ4,2DEF,1BSJ,1ICJ,1BSK,1G27	Escherichia coli
3.5.1.88	P9WIJ3	3E3U	Mycobacterium tuberculosis
3.5.1.88	Q672W7	2EW7,4E9B,2EW6,4E9A,2EW5	Helicobacter pylori
3.5.1.88	Q6VT21	5MTC,5MTD,5MTE	Vibrio phage VP16T
3.5.1.88	Q93LE9	1SV2,1VEV,1VEZ,1Y6H,1SZZ,1VEY	Leptospira interrogans
3.5.1.88	Q9HBH1	3G5K,3G5P	Homo sapiens
3.5.1.9	B4E9I9	4COG	Burkholderia cenocepacia
3.5.1.9	Q04066	1VKH	Saccharomyces cerevisiae
3.5.1.9	Q81PP9	4CO9,4CZ1	Bacillus anthracis
3.5.1.9	Q9I234	4COB	Pseudomonas aeruginosa
3.5.1.9	Q9VMC9	4E15,4E11,4E14	Drosophila melanogaster
3.5.1.93	P07662	3S8R,2AE5,2ADV,2AE3,2AE4,1GK0,1OR0,1GK1	Pseudomonas sp.
3.5.1.98	Q13547	7SME,4BKX,5ICN,6Z2K,7AO8,7AOA,7AO9,6Z2J	Homo sapiens
3.5.1.98	Q8WUI4	3C0Z,3C0Y,3C10,3ZNR,3ZNS	Homo sapiens
3.5.1.98	Q9BY41	3MZ6,3RQD,4QA2,6HSK,3MZ4,3F0R,3F07,3EZP,3MZ3,1T64,5FCW,3F06,5THT,3SFH,3EW8,3EWF,4QA1,4QA3,4RN0,5THU,5DC5,1T69,4QA5,6ODB,5BWZ,7JVU,2V5X,7JVV,3SFF,2V5W,1T67,3EZT,7JVW,5DC8,5D1D,4QA7,3MZ7,1VKG,4QA6,1W22,4QA0,5D1C,5D1B,5DC7,5VI6,4RN1,5THV,5DC6,6ODC,5THS,6ODA,4QA4,4RN2	Homo sapiens
3.5.1.98	Q9UBN7	5KH3,8G43,5KH7,5KH9,3GV4,8G44,8G45,7ZYU,3PHD,6CE6,3C5K,5WPB,6CEC,6CEE,6CEA,5EDU,6CE8,5WBN,6CED,5B8D,6CEF	Homo sapiens
3.5.2.1	Q8RSQ2	5HXU,5HY1,5HWE,5HXZ	Rhodococcus erythropolis
3.5.2.10	P83772	3A6F,3A6H,1Q3K,3A6K,3A6D,3A6G,1J2T,1V7Z,3A6J,3A6L,1J2U,3A6E	Pseudomonas putida
3.5.2.15	P58329	4BVT,4BVQ,4BVS,4BVR	Pseudomonas sp.
3.5.2.17	A6T926	3QVA	Klebsiella pneumoniae
3.5.2.2	Q45515	1K1D	Geobacillus stearothermophilus
3.5.2.20	A0P0F0	5NNA,5NNB	Roseibium aggregatum
3.5.2.20	Q8XYC3	5NMP	Ralstonia solanacearum
3.5.2.3	O66990	4BJH,6GDE,3D6N,6GDF,6GDD,1XRF,1XRT	Aquifex aeolicus
3.5.2.3	P05020	2EG7,2Z25,2Z2A,1XGE,2Z24,2Z26,6HG1,2Z27,2Z29,2Z2B,2EG6,2E25,2Z28,1J79,2EG8	Escherichia coli
3.5.2.3	Q81WF0	3MPG,4YIW	Bacillus anthracis
3.5.2.5	P77671	3E+074	Escherichia coli
3.5.2.6	C7C422	5ZGV,6C6I,4GYU,5ZGQ,5O2F,5ZGT,6LJ6,6LJ1,5XP6,5ZGR,6TWT,4EYF,6ZYP,6IBV,6ZYQ,6LJ2,4EY2,6Q2Y,5ZJC,6MDU,6O3R,5ZJ1,6MGY,6D1A,4GYQ,6LJ8,6EFJ,5ZIO,6LIZ,5ZJ8,5NBK,6LIP,6D1C,5O2E,6D1D,4RAM,3RKJ,3RKK,3SRX,5ZGZ,6IBS,4RBS,3SFP,4EXS,3SPU,4H0D,6V1M,6JKB,6D1E,5ZGW,6D1H,5A5Z,5N0I,6D1K,5N0H,4EXY,6LJ7,4RAW,5K4M,5ZGI,6EX7,6RMF,5ZJ2,4HKY,5XP9,4U4L,5ZGU,6D1G,6NY7,6D1J,3PG4,5ZGP,4RL0,5ZGF,4EYB,4HL1,4HL2,4EYL,6CAC,6D1F,5ZGX,5ZH1,5ZJ7,6LJ0,3ZR9,6MGZ,6Q30,4RM5,6LHE,6LJ4,3SBL,5JQJ,4RL2,5WIG,6LJ5,5ZGY,6D1B,5ZGE,6D1I	Klebsiella pneumoniae
3.5.2.6	H6WZS9	4TYF	Escherichia coli
3.5.2.6	I3VKD5	4TZ9,6MH0	Escherichia coli
3.5.2.6	M1VE66	4TZF	Escherichia coli
3.5.2.6	P00808	2Y91,3SH8,1W7F,4N9L,4M3K,3SOI,5GHX,3LY4,5ZG6,5ZFL,5GHZ,4BLM,1MBL,3LY3,5GHY,3M2K,3SH9,3SH7,1I2W,4N9K,5ZFT,2WK0,1I2S,4N92,5LWF,3B3X,3M2J,4N1H,2BLM	Bacillus licheniformis
3.5.2.6	P00811	4E3M,1PI4,4LV0,3IWQ,1I5Q,4KG2,3GRJ,4LV3,6TPM,2P9V,1KE4,1XGJ,1GA9,4KZ8,1FCN,4E3N,3GR2,4KZB,2R9X,1LL5,6YPD,6T35,2FFY,3GTC,3GV9,1FCO,6YEO,1KVM,6WHF,1IEL,4LV1,3GVB,4JXG,4E3J,4KZA,3IWI,4JXS,3FKV,1O07,6DPT,3O86,3BLS,4E3L,3IWO,1IEM,1FCM,4E3O,2HDR,2R9W,4KG6,1KDS,3IXG,3GQZ,6T5Y,6XG1,1LLB,3FKW,1FSY,1PI5,4E3K,4JXW,1MY8,6XFS,1L0G,4KEN,1MXO,4OLG,6TBW,1XGI,3IXB,4KZ9,6X9Y,3O88,4OKP,4KG5,1L0F,4LV2,1L0D,3GSG,2PU2,1L2S,2RCX,4JXV,2I72,3IXH,1C3B,1FSW,4KZ4,6YEN,1KVL,4OLD,3BM6,6T7L,6T3D,4KZ5,1KE0,6DPZ,2HDU,3O87,6DPY,1KE3,1L0E,4KZ6,1KDW,1LL9,4E3I,2BLS,4KZ7,2HDS,4KZ3,2HDQ,2PU4,5JOC,3IXD,6DPX	Escherichia coli
3.5.2.6	P05364	2Q9M,1Y54,5XHR,1BLS,1GCE,1RGZ,5HAI,1XX2,4XUX,3S4X,7TI1,2Q9N	Enterobacter cloacae
3.5.2.6	P13661	1M6K,3ISG,4MLL	Escherichia coli
3.5.2.6	P16897	1G6A,1G68,4ID4,4R4R	Pseudomonas aeruginosa
3.5.2.6	P26918	2GKL,2QDS,1X8I,3FAI,3IOG,3SW3,3F9O,1X8G,3T9M,3IOF,1X8H	Aeromonas hydrophila
3.5.2.6	P28585	7U4B,7U48,7U49,7U57	Escherichia coli
3.5.2.6	P52699	1WUO,4C1G,6JKA,1VGN,5Y5B,6ZYR,1DD6,1WUP,4C1F,7DTN,2DOO,6LBL,5HH4,6ZYS,6JED,5EV8,5EV6,5EWA,7DTM	Serratia marcescens
3.5.2.6	P52700	2QJS,2FU7,2GFJ,7A63,2FM6,5DPX,2HB9,2FU8,5EVK,5HH6,7ZO3,2H6A,7ZO2,7BJ8,2QDT,7O0O,2GFK,7AFZ,2AIO,2FU9,7ZO5,7ZO7,2FU6,5EVD,7ZO6,1SML,5HH5,7ZO4,5EVB,2QIN	Klebsiella pneumoniae
3.5.2.6	P62593	1AXB,1ERQ,4QY5,5HW1,1CK3,1TEM,5HVI,4RVA,1M40,1LI0,6AYK,6B2N,7QOR,1XXM,4IBX,1JVJ,1JWP,1PZO,8DDZ,5IQ8,1LI9,1NY0,4DXC,5HW5,4QY6,3CMZ,3DTM,4RX3,4ID4,1ERO,1JWV,1BTL,4DXB,4ZJ3,4R4R,1XPB,3C7V,1S0W,1ZG6,4ZJ1,3TOI,5I63,1LHY,1ESU,3C7U,4IBR,2B5R,4MEZ,8DE1,3JYI,1NXY,1BT5,4R4S,7QNK,2V20,1JTD,2V1Z,5KKF,5KPU,6APA,1NYM,1JWZ,4ZJ2,1FQG,4GKU,1ZG4,1JTG,5NPO,1NYY,1PZP,5I52,7QLP,1YT4,1ERM,4RX2,8DE0,8DE2	Escherichia coli
3.5.2.6	P85302	2QZ6	Pseudomonas fluorescens
3.5.2.6	P9WKD3	2GDN,3NDG,6B6C,3CG5,4QB8,6B6E,3NY4,6B6D,6B6F,3M6B,3NC8,4EBP,7A74,4EBL,4EBN,3NBL,6B6A,7A5U,3VFH,7A5W,3ZHH,6B68,7A6Z,3DWZ,3N6I,3N8L,5OYO,3N8S,6B5X,3N7W,6N14,7K8E,7K8H,7K8L,7A5T,7A72,6B6B,6H27,7A71,7K8F,3N8R,6B69,3M6H,4QHC,4DF6,4JLF,4X6T,5NJ2,3NCK,7K8K,3NDE,3VFF,4Q8I,6B5Y,3IQA	Mycobacterium tuberculosis
3.5.2.6	Q09HD0	6TS9,4H8R,6Q35	Klebsiella pneumoniae
3.5.2.6	Q3SAW3	5EPH,5EOO,5EUA,5EOE	Pseudomonas aeruginosa
3.5.2.6	Q59401	1GA0,1Q2Q,1ONH	Enterobacter cloacae
3.5.2.6	Q5QT35	4ZDX,5KZH,5L2F	Acinetobacter baumannii
3.5.2.6	Q5U807	5B3R	Pseudomonas aeruginosa
3.5.2.6	Q6XEC0	6P98,5QAU,6RJ7,6PT5,6XQR,5QAT,7PSF,5QAV,5QAR,7O9N,5HAP,6GOA,6V1O,5FAT,7O5N,5QAB,5QAE,5OFT,5QAH,5QB0,5QAM,5QAO,5QAN,4S2P,6PT1,7AW5,6P9C,7L8O,5QA8,7ASS,5QA6,3HBR,4S2K,5QAG,5DTS,5QAS,5DVA,7AUX,6Q5F,7PGO,6PQI,5QAJ,6HOO,5QAW,5QAK,5HAQ,6ZXI,7O5Q,5DTT,5FAS,5QB1,5QA4,5DTK,6P97,5QAQ,5QA5,5QA9,6PSG,7KH9,7LXG,6ZRJ,7PEP,5QAP,6ZRP,5QAY,4WMC,6PXX,7PEH,7JHQ,5QB3,5QA7,7K5V,6UVK,5QAI,4S2N,5FAQ,7R6Z,5QAD,7DML,4S2J,6P96,6PK0,5QAZ,5QAA,5QB4,5QB2,6Q5B,5QAF,5QAX,5QAC,6I5D,6PTU,7KHQ,5QAL,6P99	Klebsiella pneumoniae
3.5.2.6	Q6XL56	4IED	Fusobacterium nucleatum
3.5.2.6	Q76DI4	2ZJ9	Escherichia coli
3.5.2.6	Q7WYA8	6R73,6R79,6S0H,6RZS,6RZR,6YI4	Pseudomonas aeruginosa
3.5.2.6	Q840P9	2Y8B,2Y8A,4D1T,2Y87,4D1V,4D1U,4D1W	Pseudomonas aeruginosa
3.5.2.6	Q8KRJ3	2WHG	Pseudomonas aeruginosa
3.5.2.6	Q9RMI1	5EW0,3Q6V,7BJ9,3SD9	Serratia fonticola
3.5.2.6	Q9XAY4	7UYC,5N5G,5N5I,7AFY,7UYA,7UP2,7UYB,5N5H,7AYJ	Pseudomonas aeruginosa
3.5.2.6	P14488	6DJA	Bacillus cereus
3.5.3.1	P05089	3F80,7K4J,3GMZ,1WVB,2PLL,7LEY,4GWC,4IE1,6V7C,2ZAV,8E5M,2PHO,2AEB,3TH7,3THH,3THJ,7K4H,4HWW,3THE,6Q9P,6QAF,7LF0,7K4K,7KLM,3MFV,7LF2,3KV2,3MJL,3GN0,4GSM,7K4G,3LP4,2PHA,7LEZ,3E6V,4GSZ,3LP7,3SKK,3DJ8,6V7F,3TF3,8E5N,7LEX,3MFW,1WVA,4FCI,4GSV,7LF1,8AUP,6Q92,4FCK,7KLL,3SJT,4GWD,3E6K,7KLK,6V7E,6V7D,4HXQ,7K4I	Homo sapiens
3.5.3.1	P07824	1P8P,2RLA,1ZPE,1T4R,1R1O,1HQ5,1T5F,4RLA,1HQX,1T4P,1T4S,1TBL,3RLA,1HQG,3E9B,1T5G,1P8R,3E8Z,3E8Q,5RLA,1P8Q,1P8O,1P8S,1P8N,1D3V,1TBH,1T4T,1P8M,1HQH,1HQF,1ZPG,1RLA,1TA1,1TBJ	Rattus norvegicus
3.5.3.1	P39138	6NFP,6DKT	Bacillus subtilis
3.5.3.1	P53608	2CEV,1CEV,5CEV,3CEV,4CEV	[Bacillus] caldovelox
3.5.3.1	Q8I384	3SL0,3SL1,3MMR	Plasmodium falciparum 3D7
3.5.3.12	Q0P9V0	6B2W,6B10	Campylobacter jejuni subsp. jejuni serotype O:2
3.5.3.12	Q9ZN18	3HVM	Helicobacter pylori
3.5.3.15	Q9RQJ2	4YT9,6I0X,5AK7,4YTG,4YTB,5AK8	Porphyromonas gingivalis
3.5.3.15	Q9ULC6	5HP5	Homo sapiens
3.5.3.15	Q9ULW8	7D5V,7D56,7D4Y,6CE1,7DAN,7D5R,7D8N	Homo sapiens
3.5.3.15	Q9UM07	2DW5,5N0M,4X8C,3APM,3B1U,5N0Z,2DEY,3B1T,1WDA,2DEX,1WD9,4DKT,5N0Y,2DEW,5N1B,8GOD,1WD8,3APN,4X8G	Homo sapiens
3.5.3.15	Q9Y2J8	4N2E,4N2M,4N22,4N2I,4N2F,4N20,4N24,4N2C,4N2G,4N26,4N2N,4N2A,4N25,4N2K,4N2H,4N2D,4N28,4N2L,4N2B	Homo sapiens
3.5.3.17	Q9I6K2	3NIQ,3NIP	Pseudomonas aeruginosa
3.5.3.18	O94760	6SZP,7USZ,2JAJ,6SZQ,3P8P,2JAI,7UT0,6DGE,3P8E,3I2E,3I4A	Homo sapiens
3.5.3.18	Q9I4E3	3BPB,1H70,3RHY	Pseudomonas aeruginosa
3.5.3.26	Q8GXV5	4E2Q,4E2S	Arabidopsis thaliana
3.5.3.3	P38488	1CHM	Pseudomonas putida
3.5.3.3	Q7SIB5	1KP0	Actinobacillus sp.
3.5.3.6	P13981	2ACI,2AAF,1RXX,2ABR,2A9G	Pseudomonas aeruginosa
3.5.3.8	Q4DSA0	4MYL,4MXR,4MYN,4MYK,2A0M,4MYF	Trypanosoma cruzi
3.5.4.1	Q12178	1OX7,2O3K,1YSB,1RB7,1YSD,1P6O,1UAQ	Saccharomyces cerevisiae
3.5.4.11	P0CI72	2PAJ	unidentified prokaryotic organism
3.5.4.12	O41078	7FH4,7FH9	Paramecium bursaria Chlorella virus 1
3.5.4.16	Q5F9K6	5K9G,3D2O,5K95	Neisseria gonorrhoeae
3.5.4.16	Q5SH52	1WUR,1WUQ,1WM9	Thermus thermophilus
3.5.4.16	Q8Y5X1	4UQF	Listeria monocytogenes serotype 1/2a
3.5.4.23	P0C2P0	2Z3G,2Z3J,1WN5,1WN6,2Z3H,2Z3I	Aspergillus terreus
3.5.4.27	O28344	4GVS,4GVR,4GVQ	Archaeoglobus fulgidus
3.5.4.29	Q57609	2QV6	Methanocaldococcus jannaschii
3.5.4.3	P76641	6OHB,6OHC	Escherichia coli
3.5.4.3	Q07729	6OH9,6OHA	Saccharomyces cerevisiae
3.5.4.3	Q9Y2T3	3E0L,4AQL,2UZ9	Homo sapiens
3.5.4.30	Q57872	1OGH,2HXD,2HXB,3GF0,1PKJ,1PKK,1PKH	Methanocaldococcus jannaschii
3.5.4.31	Q9HZ64	4GBD,4DYK	Pseudomonas aeruginosa
3.5.4.31	Q9X034	1J6P,1P1M,2PLM	Thermotoga maritima
3.5.4.36	P41238	6X91	Homo sapiens
3.5.4.4	P00813	3IAR,7RTG	Homo sapiens
3.5.4.4	Q8IJA9	6II7	Plasmodium falciparum
3.5.4.40	A6Q234	3V7P,4M51	Nitratiruptor sp. SB155-2
3.5.4.40	Q9RW45	2IMR	Deinococcus radiodurans
3.5.4.42	O52063	4CQB,5AKQ,4CQD,4CQC,2QT3	Pseudomonas sp. ADP
3.5.4.5	P19079	1UWZ,1JTK,1UX1,1UX0	Bacillus subtilis
3.5.4.5	P9WPH3	4WIF,4WIG,3IJF	Mycobacterium tuberculosis
3.5.4.9	P11586	1DIB,1A4I,6ECR,6ECQ,1DIG,1DIA,6ECP	Homo sapiens
3.5.4.9	Q9I2U6	4A5O	Pseudomonas aeruginosa
3.5.5.1	Q55949	3WUY	Synechocystis sp. PCC 6803
3.5.99.6	O35000	2BKV,2BKX	Bacillus subtilis
3.5.99.6	P0A759	1JT9,1HOR,1FRZ,1CD5,1FS6,2WU1,1HOT,1FS5,1FSF,1DEA,1FQO	Escherichia coli
3.5.99.6	P46926	1NE7	Homo sapiens
3.5.99.8	D3WZ85	5K8P,5K8M,5K8N,5K8O	Bradyrhizobium sp. JS329
3.6.1.1	O59570	1UDE	Pyrococcus horikoshii
3.6.1.1	P37487	2HAW,1K23,2IW4,1WPM,1WPN	Bacillus subtilis
3.6.1.1	P50308	1QEZ	Sulfolobus acidocaldarius
3.6.1.1	P56153	2BQY,2BQX,1YGZ	Helicobacter pylori
3.6.1.1	P95765	1K20,1WPP	Streptococcus gordonii
3.6.1.1	Q8A5V9	3R9K,3QUQ,3QU7,3QUT,3QU2,3QUB,3QXG,3QUC,3QYP,3QU5,3QU9,3QU4,3QX7	Bacteroides thetaiotaomicron
3.6.1.1	Q8U438	1TWL	Pyrococcus furiosus
3.6.1.1	Q93V56	5LS0,4LUG	Arabidopsis thaliana
3.6.1.11	P38698	2QB7,2QB8,2QB6	Saccharomyces cerevisiae
3.6.1.12	Q9H773	7MU5	Homo sapiens
3.6.1.12	Q9QY93	2OIG,6SQW,6SQZ,6SQY,2Q4P,2A3Q,2OIE	Mus musculus
3.6.1.13	Q7T291	2NXF	Danio rerio
3.6.1.13	Q84CU3	1V8L,1V8S,1V8Y,1V8R,1V8W,1V8N,1V8I,1V8M,1V8U,1V8V,1V8T	Thermus thermophilus
3.6.1.13	Q9UKK9	5QTS,5QJ5,5QJ4,5QJH,5QJX,5QJO,5NWH,3L85,5QJD,5QJQ,5QJZ,5QK3,5QJG,5QTQ,5QJI,5QTM,5QTL,5QJL,5QJE,3AC9,5QJR,5QTO,5QJM,5QJT,5QJW,5QK0,5QJP,5QJ6,3ACA,5QJV,2DSB,5QK1,5QK4,5QK5,5QK8,5QJ8,5QJF,5QJN,5QJU,5QK9,2DSC,5QJJ,5QK7,5QK2,5QTR,5QKB,5NQR,6GRU,5QJ7,5QJ9,5QTN,5QJB,2DSD,5QJC,5QTP,5QKA,5QJA,3BM4,5QJK,5QK6,5QJS,5QJY	Homo sapiens
3.6.1.17	C0H4F3	5CFJ,5CFI	Plasmodium falciparum
3.6.1.17	O66548	3I7V,3I7U	Aquifex aeolicus
3.6.1.17	Q9U2M7	1KTG,1KT9	Caenorhabditis elegans
3.6.1.23	A0A2X0SE53	6KY8,6KZ6,6KY9	African swine fever virus
3.6.1.23	P03195	2WE0,2BSY,2BT1,2WE2,2WE3,2WE1	Human gammaherpesvirus 4
3.6.1.23	P06968	2HRM,1SEH,1RNJ,1EUW,1RN8,1EU5,1SYL,2HR6,1DUD,6HDE,1DUP	Escherichia coli
3.6.1.23	P33317	3F4F,3HHQ,3P48	Saccharomyces cerevisiae
3.6.1.23	P9WNS5	5EDD,3HZA,1SLH,1MQ7,5ECT,1SM8,3H6D,4GCY,1SMC,1SJN,2PY4,1SIX,3LOJ,3I93,7PWX,1SNF	Mycobacterium tuberculosis
3.6.1.23	Q77J78	5Y5Q,5Y5P,5Y5O	white spot syndrome virus
3.6.1.23	Q8II92	3T70,3T6Y,2Y8C,3T60,1VYQ,3T64	Plasmodium falciparum
3.6.1.23	O15826	2CJE,2YAY,2YAZ,2YB0	Leishmania major
3.6.1.23	P33316	3ARN,7PWJ,4MZ5,3ARA,2HQU,5H4J,1Q5U,3EHW,4MZ6,1Q5H	Homo sapiens
3.6.1.23	Q9STG6	4OOP,4OOQ,2PC5	Arabidopsis thaliana
3.6.1.27	P60932	6FMW,6CB2,6FMV,5OON,6FMT	Escherichia coli
3.6.1.28	Q8JZL3	2JMU,5A65,5A64	Mus musculus
3.6.1.28	Q9BU02	3BHD,3TVL	Homo sapiens
3.6.1.29	P49789	4FIT,2FIT,3FIT,1FHI,6FIT,2FHI,7P8P,1FIT,5FIT	Homo sapiens
3.6.1.40	P25552	6PBZ	Escherichia coli
3.6.1.5	P97687	3ZX0,3ZX3,3ZX2	Rattus norvegicus
3.6.1.5	Q27895	4JEP,4A5B,4KH4,4KH6,4KH5	Toxoplasma gondii
3.6.1.54	A0A0H3C8Q1	4J6E,4GGM	Caulobacter vibrioides
3.6.1.54	P43341	5WLY	Escherichia coli
3.6.1.54	P44046	5K8K	Haemophilus influenzae
3.6.1.55	P36639	6JVP,3ZR0,5GHP,5NHY,6JVJ,6US4,8I1A,5GHO,6US3,6JVF,5FSL,5GHM,6GLM,4N1T,6GLI,3WHW,6F1X,6EQ4,5ANS,5NGR,6F22,6GLJ,5GHQ,8I8S,5ANT,6GLO,4C9W,8I1F,6JVL,8I1G,6GLP,8I1E,6GLS,8I19,5GHI,8I8T,7ESF,6EQ7,6IJY,5FSM,4C9X,6EQ3,6JVN,8I1D,6ILI,5ANV,5FSK,5WS7,6JVM,6F20,6AA4,4N1U,6JVQ,6GLV,7N13,6GLL,5FSI,6AA3,3ZR1,6GLG,6IMZ,6JVO,8I1C,6GLR,6GLF,6EQ5,6QVO,6GLH,6GLU,6EQ2,6GLK,5GHJ,5OTM,8I1H,6JVR,6GLE,6F23,1IRY,6JVI,6EQ6,8I1I,5NGT,6JVK,5ANU,6US2,5ANW,5FSN,5FSO,6JVG,6GLQ,3Q93,6JVH,6GLN,6JVS,6JVT,6GLT,7N03,8I18,5NGS,6AA5,8I1J,5GHN	Homo sapiens
3.6.1.57	Q0P8U5	3HBM,3HBN	Campylobacter jejuni
3.6.1.59	Q06151	6TRQ,5BV3	Saccharomyces cerevisiae
3.6.1.60	O95989	6WOF,6WOH,6WOB,6PCL,2FVV,7TN4,6WOD,6WOG,6WOI,6WO7,6WOC,6WO8,2Q9P,6WO9,6WOE,6PCK,6WOA	Homo sapiens
3.6.1.60	Q8NFP7	3MCF	Homo sapiens
3.6.1.61	P0A776	6VCK,6VCO,6VCR,6VCL,5YGU,6D1V,6VCQ,6VCM,4S2V,2KDW,2KDV,4S2Y,6VCP,6VCN,4S2X,7SP3,4S2W,6D13,6D1Q	Escherichia coli
3.6.1.61	Q75UV1	1VC9,1VC8,1VCD	Thermus thermophilus
3.6.1.62	Q96DE0	2XSQ,6CO2,5VY2,3MGM,6X7U,5W6Z,5WJI,5W6X,3COU,6B09,6X7V	Homo sapiens
3.6.1.65	P77788	2RRK	Escherichia coli
3.6.1.66	Q57679	2MJP,1B78	Methanocaldococcus jannaschii
3.6.1.66	Q9WY06	3S86,1VP2	Thermotoga maritima
3.6.1.67	P0AFC0	5U7H,2O1C,2O5W,5U7F,5U7E	Escherichia coli
3.6.1.67	Q9CA40	6DBY,6FL4,5WWD,5WY6,5GP0,6DBZ	Arabidopsis thaliana
3.6.1.68	M4I1C6	6YPB,6YPF	Rosa hybrid cultivar
3.6.1.7	A5F8G9	4HI2,6KRB,4HI1	Vibrio cholerae
3.6.1.7	P84142	1V3Z,3TNV,2W4D,1W2I	Pyrococcus horikoshii
3.6.1.73	P39411	1U5W	Escherichia coli
3.6.1.74	O13297	1D8I,3KYH,1D8H	Saccharomyces cerevisiae
3.6.1.74	P08411	5FW5,5DRV,1FW5	Semliki forest virus
3.6.1.9	P06802	4B56,6AEK,6AEL,6XKD,4GTX,4GTZ,4GTY,4GTW	Mus musculus
3.6.1.9	P22413	6WEU,6WFJ,2YS0,6WEV,6WET,6WEW	Homo sapiens
3.6.1.9	P25536	4P0E	Escherichia coli
3.6.1.9	P97675	6F30,6G4G,6F33,6F2T,6F2Y,6F2V	Rattus norvegicus
3.6.1.9	Q9BY32	4F95,2CAR,2J4E,2I5D	Homo sapiens
3.6.4.13	Q14562	6HYU,7W5A,6QDV,6ICZ,5XJC,3I4U,7W59,5MQF,6HYS,8C6J,2EQS,7W5B,6HYT	Homo sapiens
3.6.4.13	Q9WPH5	3M5M	Hepacivirus C
3.6.4.13	P38919	2XB2,7A5P,2J0U,2HYI,5MQF,2J0S,7W59,5YZG,7W5B,7ZNJ,7W5A,6QDV,2HXY,3EX7,6YVH,5XJC,8C6J,6ICZ,4C9B,2J0Q	Homo sapiens
3.6.4.13	P47047	4WFD,7D4I,4U4C,2XGJ,4QU4,7AJT,6FT6,5OOQ,6LQS,7AJU,6FSZ	Saccharomyces cerevisiae
3.6.4.13	Q9Q6P4	2OY0,3I50,3IYW,3J0B,3LKZ,4O6C,4O6D,4OIE,4OII,6UTE,7E4K,8CO8	West Nile virus
3.6.5.3	P0A6M8	3J9Z,4V9P,3JA1,4V7D,4V9O,3J0E,4V7B,7PJY,7PJV,2RDO,7N2C,7UG7	Escherichia coli
3.6.5.3	P60785	3JCE,3DEG,3CB4,3JCD	Escherichia coli
3.6.5.3	Q980M3	3KXK,3KXL,2QTH,2QTF,3KXI	Saccharolobus solfataricus
3.6.5.3	P35021	1JNY,1SKQ	Saccharolobus solfataricus
