EC_number,Organism_name,Protein_file,Mol_file,pH,Temperature,Km_value_with_ref,Value_to_be_retained_for_model,pH,Temperature,Error,Comments
3.4.21.1,Bos taurus,1GG6.pdb,mol_4077.sdf,8.7,25°C,"[(0.16, '134'), (0.18, '134'), (0.16, '134'), (0.01, '134'), (0.16, '134'), (0.056, '134'), (0.18, '134'), (0.16, '134'), (0.18, '134'), (0.01, '134'), (0.18, '134'), (0.056, '134'), (0.01, '134'), (0.16, '134'), (0.01, '134'), (0.18, '134'), (0.01, '134'), (0.056, '134'), (0.056, '134'), (0.16, '134'), (0.056, '134'), (0.18, '134'), (0.056, '134'), (0.01, '134')]","[(0.16, '134'), (0.18, '134'), (0.01, '134'), (0.056, '134')]",8.7,25°C,-----,Effect of ions not considered for the model
3.4.21.5,Homo sapiens,5AFY.pdb,mol_4210.sdf,8,25°C,"[(0.013, '31'), (0.0051, '31'), (0.0051, '31'), (0.013, '31')]","(0.0051, '31')",8,25°C,-----,Wrong data curation in our code
3.4.22.2,Carica papaya,2CIO.pdb,mol_4289.sdf,7.5,23°C,"[(0.0063, '137'), (0.0065, '137'), (0.0063, '137'), (0.00062, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.0063, '137'), (0.00079, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.0065, '137'), (0.0063, '137'), (0.0065, '137'), (0.00062, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.0065, '137'), (0.00079, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.00062, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.0063, '137'), (0.00062, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.0065, '137'), (0.00062, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.00079, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.00079, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.0063, '137'), (0.00079, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.0065, '137'), (0.00079, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}""), (0.00062, ""{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}"")]","[(0.0063, '137'), (0.00062, '94')]",7.5,23°C,-----,Value of free enzyme considered instead of immobilized version
3.4.24.26,Pseudomonas aeruginosa,6F8B.pdb,mol_4459.sdf,-----,-----,"[(10.6, '9'), (4.4, '13'), (4.4, '13'), (10.6, '9')]","(10.6, '9')",-----,-----,-----,Other value not found
3.4.24.56,Homo sapiens,3CWW.pdb,mol_4465.sdf,7.4,37°C,"[(0.02, '123'), (6.57e-05, '43'), (0.02, '123'), (0.000222, '43'), (6.57e-05, '43'), (0.02, '123'), (6.57e-05, '43'), (0.000222, '43'), (0.000222, '43'), (0.02, '123'), (0.000222, '43'), (6.57e-05, '43')]","(0.02, '123')",7.4,37°C,-----,Value without any isoform specifications considered
3.5.1.1,Escherichia coli,6PAC.pdb,mol_847.sdf,8,37°C,"[(0.018, '159'), (0.021, '159'), (0.018, '159'), (0.025, '159'), (0.018, '159'), (0.068, '159'), (0.021, '159'), (0.018, '159'), (0.021, '159'), (0.025, '159'), (0.021, '159'), (0.068, '159'), (0.025, '159'), (0.018, '159'), (0.025, '159'), (0.021, '159'), (0.025, '159'), (0.068, '159'), (0.068, '159'), (0.018, '159'), (0.068, '159'), (0.021, '159'), (0.068, '159'), (0.025, '159')]","(0.018, '159')",8,37°C,-----,Value without presence of Gln considered
3.5.1.114,Mus musculus,3NH4.pdb,mol_4534.sdf,and,-----,"[(1.3, '5'), (0.56, '5'), (0.56, '5'), (1.3, '5')]","[(1.3, '5'), (0.56, '5')]",-----,-----,-----,Effect of ions not considered for the model
3.5.1.114,Mus musculus,3NH4.pdb,mol_4530.sdf,7.5,-----,"[(0.56, '3'), (1.3, ""{3: 'Mouse aminoacylase 3: a metalloenzyme activated by cobalt and nickel. Biochim. Biophys,2009'}""), (1.3, ""{3: 'Mouse aminoacylase 3: a metalloenzyme activated by cobalt and nickel. Biochim. Biophys,2009'}""), (0.56, '3')]","[(0.56, '3'), (1.3, '3')]",7.5,-----,-----,Effect of ions not considered for the model
3.5.1.14,Homo sapiens,1Q7L.pdb,mol_4558.sdf,-----,-----,"[(0.41, '45'), (0.81, '45'), (0.41, '45'), (1.63, '45'), (0.81, '45'), (0.41, '45'), (0.81, '45'), (1.63, '45'), (1.63, '45'), (0.41, '45'), (1.63, '45'), (0.81, '45')]","[(0.41, '45'), (0.81, '45'), (1.63, '45')]",-----,-----,-----,All values are correct
3.5.1.25,Escherichia coli,2P53.pdb,mol_4601.sdf,-----,-----,"[(0.1, '17'), (0.2, '17'), (0.1, '17'), (0.23, '17'), (0.1, '17'), (0.64, '17'), (0.1, '17'), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.2, '17'), (0.1, '17'), (0.2, '17'), (0.23, '17'), (0.2, '17'), (0.64, '17'), (0.2, '17'), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.23, '17'), (0.1, '17'), (0.23, '17'), (0.2, '17'), (0.23, '17'), (0.64, '17'), (0.23, '17'), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.64, '17'), (0.1, '17'), (0.64, '17'), (0.2, '17'), (0.64, '17'), (0.23, '17'), (0.64, '17'), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.1, '17'), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.2, '17'), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.23, '17'), (0.15, ""{17: 'N-Acetyl-D-glucosamine-6-phosphate deacetylase: substrate activation via a single divalent metal ion,2007'}""), (0.64, '17')]","[(0.1, '17'), (0.2, '17'), (0.23, '17'), (0.64, '17'), (0.15, '17')]",-----,-----,-----,Effect of ions not considered for the model
3.5.1.25,Escherichia coli,2P53.pdb,mol_4605.sdf,-----,-----,"[(11.0, '17'), (4.9, '17'), (4.9, '17'), (11.0, '17')]","[(11.0, '17'), (4.9, '17')]",-----,-----,-----,Effect of ions not considered for the model
3.5.1.48,Danio rerio,6WBQ.pdb,mol_4628.sdf,8,22°C,"[(0.022, '13'), (0.06, ""{13: 'Histone deacetylase 10 structure and molecular function as a polyamine deacetylase. Nat,2017'}""), (0.06, ""{13: 'Histone deacetylase 10 structure and molecular function as a polyamine deacetylase. Nat,2017'}""), (0.022, '13')]","(0.022, '13')",8,22°C,-----,Wrong data curation in our code
3.5.1.48,Danio rerio,6WBQ.pdb,mol_4632.sdf,8,22°C,"[(0.27, '13'), (0.13, ""{13: 'Histone deacetylase 10 structure and molecular function as a polyamine deacetylase. Nat,2017'}""), (0.13, ""{13: 'Histone deacetylase 10 structure and molecular function as a polyamine deacetylase. Nat,2017'}""), (0.27, '13')]","(0.13, '13')",8,22°C,-----,Wrong data curation in our code
3.5.1.54,Granulibacter bethesdensis,4GYS.pdb,mol_4636.sdf,7.3,-----,"[(0.1, '14'), (0.21, '14'), (0.21, '14'), (0.1, '14')]","(0.21, '14')",7.3,-----,-----,Value of allophanate hydrolase used as per crystal structure
3.5.2.10,Pseudomonas putida,1V7Z.pdb,mol_4684.sdf,-----,-----,"[(150.0, '12'), (77.0, '12'), (150.0, '12'), (44.0, '12'), (77.0, '12'), (150.0, '12'), (77.0, '12'), (44.0, '12'), (44.0, '12'), (150.0, '12'), (44.0, '12'), (77.0, '12')]","[(44.0, '12'), (77.0, '12')]",-----,-----,-----,Effect of ions not considered for the model
3.5.2.3,Escherichia coli,2EG6.pdb,mol_4690.sdf,8,-----,"[(0.03, '32'), (0.009, '32'), (0.009, '32'), (0.03, '32')]","(0.03, '32')",8,-----,-----,Value of Zn-DHO considered as per crystal structure
3.5.2.3,Escherichia coli,2EG6.pdb,mol_4691.sdf,5.8,-----,"[(1.7, '32'), (4.0, '32'), (1.7, '32'), (15.0, '32'), (4.0, '32'), (1.7, '32'), (4.0, '32'), (15.0, '32'), (15.0, '32'), (1.7, '32'), (15.0, '32'), (4.0, '32')]","(1.7, '32')",5.8,-----,-----,Value of Zn-DHO considered as per crystal structure
3.5.2.3,Escherichia coli,2EG6.pdb,mol_1370.sdf,8,-----,"[(0.23, '32'), (0.08, '32'), (0.23, '32'), (0.7, '32'), (0.08, '32'), (0.23, '32'), (0.08, '32'), (0.7, '32'), (0.7, '32'), (0.23, '32'), (0.7, '32'), (0.08, '32')]","(0.08, '32')",8,-----,-----,Value of Zn-DHO considered as per crystal structure
3.5.2.6,Escherichia coli,6R73.pdb,mol_4699.sdf,7.2,25°C,"[(0.05, '272'), (0.016, '272'), (0.016, '272'), (0.05, '272')]","[(0.05, '272'), (0.016, '272')]",7.2,25°C,-----,Both values are correct
3.5.2.6,Escherichia coli,6R73.pdb,mol_4698.sdf,7.2,25°C,"[(0.013, '272'), (0.005, '272'), (0.005, '272'), (0.013, '272')]","[(0.013, '272'), (0.005, '272')]",7.2,25°C,-----,Both values are correct
3.5.2.6,Escherichia coli,6R73.pdb,mol_4697.sdf,7.2,25°C,"[(0.02, '86,87,272'), (0.082, ""{136: 'Biochemical characterization of SFC-1, a class A carbapenem-hydrolyzing beta-lactamase. Antimicrob,2007', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.082, ""{136: 'Biochemical characterization of SFC-1, a class A carbapenem-hydrolyzing beta-lactamase. Antimicrob,2007', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.02, '86,87,272')]","[(0.02, '86,87,272'), (0.082, '136')]",7.2,25°C,-----,Both values are correct
3.5.2.6,Escherichia coli,2HDS.pdb,mol_4697.sdf,-----,-----,"[(10.0, '195'), (32.0, '195'), (32.0, '195'), (10.0, '195')]","[(10.0, '195'), (32.0, '195')]",-----,-----,-----,Both values are correct
3.5.2.6,Escherichia coli,2HDS.pdb,mol_4696.sdf,-----,-----,"[(70.0, '195'), (270.0, '195'), (270.0, '195'), (70.0, '195')]","[(70.0, '195'), (270.0, '195')]",-----,-----,-----,Both values are correct
3.5.2.6,Escherichia coli,2HDS.pdb,mol_4702.sdf,-----,-----,"[(30.0, '195'), (85.0, '195'), (85.0, '195'), (30.0, '195')]","[(30.0, '195'), (85.0, '195')]",-----,-----,-----,Both values are correct
3.5.2.6,Escherichia coli,3ISG.pdb,mol_4703.sdf,7.4,-----,"[(0.014, '198'), (0.021, ""{190: 'Biochemical characterization of SHV-55, an extended-spectrum class a beta -lactamase from Klebsiella pneumoniae. Antimicrob,2008', 198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008', 237: 'Purification and biochemical characterization of IMP-13 metallo-beta-lactamase. Antimicrob,2011'}""), (0.014, '198'), (0.036, ""{198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008'}""), (0.021, ""{190: 'Biochemical characterization of SHV-55, an extended-spectrum class a beta -lactamase from Klebsiella pneumoniae. Antimicrob,2008', 198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008', 237: 'Purification and biochemical characterization of IMP-13 metallo-beta-lactamase. Antimicrob,2011'}""), (0.014, '198'), (0.021, ""{190: 'Biochemical characterization of SHV-55, an extended-spectrum class a beta -lactamase from Klebsiella pneumoniae. Antimicrob,2008', 198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008', 237: 'Purification and biochemical characterization of IMP-13 metallo-beta-lactamase. Antimicrob,2011'}""), (0.036, ""{198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008'}""), (0.036, ""{198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008'}""), (0.014, '198'), (0.036, ""{198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008'}""), (0.021, ""{190: 'Biochemical characterization of SHV-55, an extended-spectrum class a beta -lactamase from Klebsiella pneumoniae. Antimicrob,2008', 198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008', 237: 'Purification and biochemical characterization of IMP-13 metallo-beta-lactamase. Antimicrob,2011'}"")]","(0.014, '198')",7.4,-----,-----,Value without His-tags considered
3.5.2.6,Escherichia coli,6R73.pdb,mol_4696.sdf,7.2,25°C,"[(0.115, ""{205: 'Characterization of a novel AmpC-type plasmid-mediated beta -lactamase from an Escherichia coli strain isolated in China. Curr,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.019, ""{194: 'E240V substitution increases catalytic efficiency toward ceftazidime in a new natural TEM-type extended-spectrum beta -lactamase, TEM-149, from Enterobacter aerogenes and Serratia marcescens clinical isolates. Antimicrob,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.019, ""{194: 'E240V substitution increases catalytic efficiency toward ceftazidime in a new natural TEM-type extended-spectrum beta -lactamase, TEM-149, from Enterobacter aerogenes and Serratia marcescens clinical isolates. Antimicrob,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.115, ""{205: 'Characterization of a novel AmpC-type plasmid-mediated beta -lactamase from an Escherichia coli strain isolated in China. Curr,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}"")]","[(0.115, ""{205: 'Characterization of a novel AmpC-type plasmid-mediated beta -lactamase from an Escherichia coli strain isolated in China. Curr,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.019, ""{194: 'E240V substitution increases catalytic efficiency toward ceftazidime in a new natural TEM-type extended-spectrum beta -lactamase, TEM-149, from Enterobacter aerogenes and Serratia marcescens clinical isolates. Antimicrob,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.019, ""{194: 'E240V substitution increases catalytic efficiency toward ceftazidime in a new natural TEM-type extended-spectrum beta -lactamase, TEM-149, from Enterobacter aerogenes and Serratia marcescens clinical isolates. Antimicrob,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}""), (0.115, ""{205: 'Characterization of a novel AmpC-type plasmid-mediated beta -lactamase from an Escherichia coli strain isolated in China. Curr,2008', 272: 'Biochemical characterization of New Delhi metallo-beta-lactamase variants reveals differences in protein stability. J. Antimicrob,2015'}"")]",7.2,25°C,-----,Both values are correct
3.5.3.1,Plasmodium falciparum 3D7,3SL1.pdb,mol_804.sdf,8,37°C,"[(20.0, '132'), (4.0, ""{132: 'Crystal structure of arginase from Plasmodium falciparum and implications for L-arginine depletion in malarial infection,2010'}""), (4.0, ""{132: 'Crystal structure of arginase from Plasmodium falciparum and implications for L-arginine depletion in malarial infection,2010'}""), (20.0, '132')]",-----,8,37°C,Wrong data curation in our code,-----
3.5.3.15,Homo sapiens,4N25.pdb,mol_4749.sdf,7.6,37°C,"[(0.16, ""{93: ''}""), (4.4, ""{93: ''}""), (4.4, ""{93: ''}""), (0.16, ""{93: ''}"")]","(0.16, ""{93: ''}"")",7.6,37°C,-----,Wrong data curation in our code
3.5.4.23,Aspergillus terreus,2Z3H.pdb,mol_4774.sdf,-----,30°C,"[(1.0, '13'), (20.0, '13'), (1.0, '13'), (9.6, '13'), (1.0, '13'), (8.1, '13'), (20.0, '13'), (1.0, '13'), (20.0, '13'), (9.6, '13'), (20.0, '13'), (8.1, '13'), (9.6, '13'), (1.0, '13'), (9.6, '13'), (20.0, '13'), (9.6, '13'), (8.1, '13'), (8.1, '13'), (1.0, '13'), (8.1, '13'), (20.0, '13'), (8.1, '13'), (9.6, '13')]","(1.0, '13')",-----,30°C,-----,Wrong data curation in our code
